date,park_id,ride,avg_queue_min,max_queue_min,uptime_pct
2023-02-14,160,Symbolica,9.0,20.0,99.0
2023-02-14,160,Symbolica Single-rider,,,0.0
2023-02-14,160,The Six Swans,,,99.0
2023-02-14,160,Villa Volta,5.0,10.0,100.0
2023-02-14,160,Vogel Rok,6.0,10.0,100.0
2023-02-14,160,Volkvanlaaf,,,99.0
2023-02-15,160,Anton Pieck Plein,,,99.0
2023-02-15,160,Archipel,,,97.0
2023-02-15,160,Badhuys indoor splash pool,,,44.0
2023-02-15,160,Baron 1898,5.0,5.0,100.0
2023-02-15,160,Baron 1898 Single-rider,5.0,5.0,9.0
2023-02-15,160,Carnaval Festival,5.0,10.0,100.0
2023-02-15,160,De Oude Tufferbaan,11.0,15.0,99.0
2023-02-15,160,De Vliegende Hollander,,,0.0
2023-02-15,160,De Vliegende Hollander Single-rider,,,0.0
2023-02-15,160,Diorama,,,99.0
2023-02-15,160,Droomvlucht,,,0.0
2023-02-15,160,Droomvlucht VR,,,0.0
2023-02-15,160,Efteling Museum,,,85.0
2023-02-15,160,Fabula,10.0,10.0,99.0
2023-02-15,160,Fairytale Forest,,,99.0
2023-02-15,160,Fata Morgana,5.0,15.0,100.0
2023-02-15,160,Gondoletta,5.0,10.0,91.0
2023-02-15,160,Halve Maen,5.0,10.0,99.0
2023-02-15,160,Joris en de Draak,5.0,10.0,100.0
2023-02-15,160,Joris en de Draak Single-rider,,,0.0
2023-02-15,160,Kinderspoor,,,99.0
2023-02-15,160,Kindervreugd,,,99.0
2023-02-15,160,Kleuterhof,,,100.0
2023-02-15,160,Max & Moritz,5.0,5.0,100.0
2023-02-15,160,Max & Moritz Single-rider,,,0.0
2023-02-15,160,Monorail,5.0,5.0,99.0
2023-02-15,160,Nest!,,,99.0
2023-02-15,160,Pagode,5.0,5.0,99.0
2023-02-15,160,Piraña,,,0.0
2023-02-15,160,Python,8.0,20.0,100.0
2023-02-15,160,Python Single-rider,,,0.0
2023-02-15,160,Sirocco,5.0,10.0,100.0
2023-02-15,160,Stoomcarrousel,,,100.0
2023-02-15,160,Stoomtrein Marerijk,30.0,30.0,99.0
2023-02-15,160,Stoomtrein Ruigrijk,30.0,30.0,99.0
2023-02-15,160,Symbolica,12.0,25.0,99.0
2023-02-15,160,Symbolica Single-rider,,,0.0
2023-02-15,160,The Six Swans,,,99.0
2023-02-15,160,Villa Volta,5.0,5.0,100.0
2023-02-15,160,Vogel Rok,5.0,5.0,100.0
2023-02-15,160,Volkvanlaaf,,,99.0
2023-02-16,160,Anton Pieck Plein,,,99.0
2023-02-16,160,Archipel,,,97.0
2023-02-16,160,Badhuys indoor splash pool,,,44.0
2023-02-16,160,Baron 1898,5.0,5.0,100.0
2023-02-16,160,Baron 1898 Single-rider,,,0.0
2023-02-16,160,Carnaval Festival,5.0,5.0,99.0
2023-02-16,160,De Oude Tufferbaan,5.0,5.0,99.0
2023-02-16,160,De Vliegende Hollander,,,0.0
2023-02-16,160,De Vliegende Hollander Single-rider,,,0.0
2023-02-16,160,Diorama,,,100.0
2023-02-16,160,Droomvlucht,,,0.0
2023-02-16,160,Droomvlucht VR,,,0.0
2023-02-16,160,Efteling Museum,,,85.0
2023-02-16,160,Fabula,10.0,10.0,99.0
2023-02-16,160,Fairytale Forest,,,99.0
2023-02-16,160,Fata Morgana,5.0,5.0,100.0
2023-02-16,160,Gondoletta,,,96.0
2023-02-16,160,Halve Maen,5.0,5.0,99.0
2023-02-16,160,Joris en de Draak,5.0,10.0,100.0
2023-02-16,160,Joris en de Draak Single-rider,,,0.0
2023-02-16,160,Kinderspoor,,,99.0
2023-02-16,160,Kindervreugd,,,99.0
2023-02-16,160,Kleuterhof,,,99.0
2023-02-16,160,Max & Moritz,5.0,5.0,100.0
2023-02-16,160,Max & Moritz Single-rider,,,0.0
2023-02-16,160,Monorail,,,99.0
2023-02-16,160,Nest!,,,99.0
2023-02-16,160,Pagode,5.0,5.0,100.0
2023-02-16,160,Piraña,,,0.0
2023-02-16,160,Python,5.0,10.0,99.0
2023-02-16,160,Python Single-rider,,,0.0
2023-02-16,160,Sirocco,5.0,5.0,100.0
2023-02-16,160,Stoomcarrousel,,,100.0
2023-02-16,160,Stoomtrein Marerijk,25.0,25.0,85.0
2023-02-16,160,Stoomtrein Ruigrijk,25.0,25.0,85.0
2023-02-16,160,Symbolica,7.0,15.0,100.0
2023-02-16,160,Symbolica Single-rider,,,0.0
2023-02-16,160,The Six Swans,,,99.0
2023-02-16,160,Villa Volta,5.0,5.0,97.0
2023-02-16,160,Vogel Rok,5.0,5.0,76.0
2023-02-16,160,Volkvanlaaf,,,99.0
2023-02-17,160,Anton Pieck Plein,,,99.0
2023-02-17,160,Archipel,,,100.0
2023-02-17,160,Badhuys indoor splash pool,,,42.0
2023-02-17,160,Baron 1898,22.0,40.0,100.0
2023-02-17,160,Baron 1898 Single-rider,,,0.0
2023-02-17,160,Carnaval Festival,5.0,5.0,100.0
2023-02-17,160,De Oude Tufferbaan,5.0,10.0,99.0
2023-02-17,160,De Vliegende Hollander,,,0.0
2023-02-17,160,De Vliegende Hollander Single-rider,,,0.0
2023-02-17,160,Diorama,,,100.0
2023-02-17,160,Droomvlucht,,,0.0
2023-02-17,160,Droomvlucht VR,,,0.0
2023-02-17,160,Efteling Museum,,,85.0
2023-02-17,160,Fabula,10.0,10.0,99.0
2023-02-17,160,Fairytale Forest,,,99.0
2023-02-17,160,Fata Morgana,7.0,20.0,100.0
2023-02-17,160,Gondoletta,,,92.0
2023-02-17,160,Halve Maen,8.0,15.0,99.0
2023-02-17,160,Joris en de Draak,11.0,25.0,100.0
2023-02-17,160,Joris en de Draak Single-rider,6.0,15.0,72.0
2023-02-17,160,Kinderspoor,,,99.0
2023-02-17,160,Kindervreugd,,,99.0
2023-02-17,160,Kleuterhof,,,100.0
2023-02-17,160,Max & Moritz,5.0,5.0,100.0
2023-02-17,160,Max & Moritz Single-rider,,,0.0
2023-02-17,160,Monorail,,,99.0
2023-02-17,160,Nest!,,,99.0
2023-02-17,160,Pagode,5.0,5.0,92.0
2023-02-17,160,Piraña,,,0.0
2023-02-17,160,Python,12.0,25.0,99.0
2023-02-17,160,Python Single-rider,,,0.0
2023-02-17,160,Sirocco,5.0,5.0,100.0
2023-02-17,160,Stoomcarrousel,,,100.0
2023-02-17,160,Stoomtrein Marerijk,25.0,25.0,99.0
2023-02-17,160,Stoomtrein Ruigrijk,25.0,25.0,99.0
2023-02-17,160,Symbolica,15.0,20.0,99.0
2023-02-17,160,Symbolica Single-rider,5.0,10.0,95.0
2023-02-17,160,The Six Swans,,,96.0
2023-02-17,160,Villa Volta,5.0,10.0,100.0
2023-02-17,160,Vogel Rok,6.0,20.0,100.0
2023-02-17,160,Volkvanlaaf,,,99.0
2023-02-18,160,Anton Pieck Plein,,,99.0
2023-02-18,160,Archipel,,,100.0
2023-02-18,160,Badhuys indoor splash pool,,,100.0
2023-02-18,160,Baron 1898,9.0,15.0,100.0
2023-02-18,160,Baron 1898 Single-rider,5.0,10.0,42.0
2023-02-18,160,Carnaval Festival,6.0,10.0,100.0
2023-02-18,160,De Oude Tufferbaan,10.0,20.0,94.0
2023-02-18,160,De Vliegende Hollander,,,0.0
2023-02-18,160,De Vliegende Hollander Single-rider,,,0.0
2023-02-18,160,Diorama,,,100.0
2023-02-18,160,Droomvlucht,,,0.0
2023-02-18,160,Droomvlucht VR,,,0.0
2023-02-18,160,Efteling Museum,,,87.0
2023-02-18,160,Fabula,10.0,10.0,99.0
2023-02-18,160,Fairytale Forest,,,99.0
2023-02-18,160,Fata Morgana,6.0,15.0,100.0
2023-02-18,160,Gondoletta,5.0,5.0,99.0
2023-02-18,160,Halve Maen,6.0,10.0,99.0
2023-02-18,160,Joris en de Draak,12.0,25.0,94.0
2023-02-18,160,Joris en de Draak Single-rider,5.0,15.0,94.0
2023-02-18,160,Kinderspoor,,,100.0
2023-02-18,160,Kindervreugd,,,99.0
2023-02-18,160,Kleuterhof,,,100.0
2023-02-18,160,Max & Moritz,6.0,15.0,100.0
2023-02-18,160,Max & Moritz Single-rider,5.0,5.0,82.0
2023-02-18,160,Monorail,13.0,20.0,99.0
2023-02-18,160,Nest!,,,99.0
2023-02-18,160,Pagode,5.0,5.0,99.0
2023-02-18,160,Piraña,,,0.0
2023-02-18,160,Python,8.0,15.0,99.0
2023-02-18,160,Python Single-rider,,,0.0
2023-02-18,160,Sirocco,6.0,10.0,100.0
2023-02-18,160,Stoomcarrousel,,,100.0
2023-02-18,160,Stoomtrein Marerijk,25.0,25.0,99.0
2023-02-18,160,Stoomtrein Ruigrijk,25.0,25.0,99.0
2023-02-18,160,Symbolica,23.0,40.0,99.0
2023-02-18,160,Symbolica Single-rider,5.0,5.0,99.0
2023-02-18,160,The Six Swans,,,99.0
2023-02-18,160,Villa Volta,5.0,10.0,100.0
2023-02-18,160,Vogel Rok,6.0,15.0,100.0
2023-02-18,160,Volkvanlaaf,,,99.0
2023-02-19,160,Anton Pieck Plein,,,99.0
2023-02-19,160,Archipel,,,100.0
2023-02-19,160,Badhuys indoor splash pool,,,100.0
2023-02-19,160,Baron 1898,9.0,20.0,100.0
2023-02-19,160,Baron 1898 Single-rider,7.0,15.0,27.0
2023-02-19,160,Carnaval Festival,7.0,15.0,100.0
2023-02-19,160,De Oude Tufferbaan,14.0,20.0,99.0
2023-02-19,160,De Vliegende Hollander,,,0.0
2023-02-19,160,De Vliegende Hollander Single-rider,,,0.0
2023-02-19,160,Diorama,,,100.0
2023-02-19,160,Droomvlucht,,,0.0
2023-02-19,160,Droomvlucht VR,,,0.0
2023-02-19,160,Efteling Museum,,,87.0
2023-02-19,160,Fabula,10.0,10.0,99.0
2023-02-19,160,Fairytale Forest,,,99.0
2023-02-19,160,Fata Morgana,7.0,15.0,100.0
2023-02-19,160,Gondoletta,5.0,10.0,93.0
2023-02-19,160,Halve Maen,9.0,20.0,100.0
2023-02-19,160,Joris en de Draak,23.0,40.0,80.0
2023-02-19,160,Joris en de Draak Single-rider,9.0,20.0,80.0
2023-02-19,160,Kinderspoor,,,99.0
2023-02-19,160,Kindervreugd,,,99.0
2023-02-19,160,Kleuterhof,,,100.0
2023-02-19,160,Max & Moritz,6.0,20.0,96.0
2023-02-19,160,Max & Moritz Single-rider,5.0,10.0,83.0
2023-02-19,160,Monorail,13.0,20.0,99.0
2023-02-19,160,Nest!,,,99.0
2023-02-19,160,Pagode,5.0,5.0,99.0
2023-02-19,160,Piraña,,,0.0
2023-02-19,160,Python,10.0,15.0,100.0
2023-02-19,160,Python Single-rider,6.0,10.0,27.0
2023-02-19,160,Sirocco,8.0,10.0,100.0
2023-02-19,160,Stoomcarrousel,5.0,5.0,100.0
2023-02-19,160,Stoomtrein Marerijk,25.0,30.0,94.0
2023-02-19,160,Stoomtrein Ruigrijk,25.0,30.0,94.0
2023-02-19,160,Symbolica,23.0,30.0,99.0
2023-02-19,160,Symbolica Single-rider,6.0,10.0,99.0
2023-02-19,160,The Six Swans,5.0,5.0,99.0
2023-02-19,160,Villa Volta,5.0,10.0,100.0
2023-02-19,160,Vogel Rok,7.0,15.0,100.0
2023-02-19,160,Volkvanlaaf,,,99.0
2023-02-20,160,Anton Pieck Plein,,,99.0
2023-02-20,160,Archipel,,,100.0
2023-02-20,160,Badhuys indoor splash pool,,,100.0
2023-02-20,160,Baron 1898,13.0,20.0,100.0
2023-02-20,160,Baron 1898 Single-rider,10.0,25.0,90.0
2023-02-20,160,Carnaval Festival,16.0,25.0,100.0
2023-02-20,160,De Oude Tufferbaan,18.0,30.0,99.0
2023-02-20,160,De Vliegende Hollander,,,0.0
2023-02-20,160,De Vliegende Hollander Single-rider,,,0.0
2023-02-20,160,Diorama,,,100.0
2023-02-20,160,Droomvlucht,,,0.0
2023-02-20,160,Droomvlucht VR,,,0.0
2023-02-20,160,Efteling Museum,,,87.0
2023-02-20,160,Fabula,10.0,10.0,98.0
2023-02-20,160,Fairytale Forest,,,99.0
2023-02-20,160,Fata Morgana,11.0,20.0,100.0
2023-02-20,160,Gondoletta,7.0,15.0,100.0
2023-02-20,160,Halve Maen,8.0,15.0,99.0
2023-02-20,160,Joris en de Draak,22.0,35.0,100.0
2023-02-20,160,Joris en de Draak Single-rider,12.0,25.0,100.0
2023-02-20,160,Kinderspoor,5.0,5.0,99.0
2023-02-20,160,Kindervreugd,,,99.0
2023-02-20,160,Kleuterhof,,,100.0
2023-02-20,160,Max & Moritz,11.0,25.0,100.0
2023-02-20,160,Max & Moritz Single-rider,5.0,15.0,100.0
2023-02-20,160,Monorail,17.0,25.0,99.0
2023-02-20,160,Nest!,,,99.0
2023-02-20,160,Pagode,5.0,10.0,100.0
2023-02-20,160,Piraña,,,0.0
2023-02-20,160,Python,12.0,20.0,100.0
2023-02-20,160,Python Single-rider,9.0,20.0,56.0
2023-02-20,160,Sirocco,10.0,20.0,100.0
2023-02-20,160,Stoomcarrousel,10.0,10.0,100.0
2023-02-20,160,Stoomtrein Marerijk,25.0,25.0,100.0
2023-02-20,160,Stoomtrein Ruigrijk,25.0,25.0,94.0
2023-02-20,160,Symbolica,30.0,45.0,98.0
2023-02-20,160,Symbolica Single-rider,7.0,10.0,100.0
2023-02-20,160,The Six Swans,6.0,10.0,99.0
2023-02-20,160,Villa Volta,7.0,15.0,100.0
2023-02-20,160,Vogel Rok,11.0,20.0,100.0
2023-02-20,160,Volkvanlaaf,,,99.0
2023-02-21,160,Anton Pieck Plein,,,99.0
2023-02-21,160,Archipel,,,99.0
2023-02-21,160,Badhuys indoor splash pool,,,100.0
2023-02-21,160,Baron 1898,13.0,25.0,100.0
2023-02-21,160,Baron 1898 Single-rider,11.0,25.0,90.0
2023-02-21,160,Carnaval Festival,14.0,20.0,100.0
2023-02-21,160,De Oude Tufferbaan,21.0,35.0,100.0
2023-02-21,160,De Vliegende Hollander,,,0.0
2023-02-21,160,De Vliegende Hollander Single-rider,,,0.0
2023-02-21,160,Diorama,,,100.0
2023-02-21,160,Droomvlucht,,,0.0
2023-02-21,160,Droomvlucht VR,,,0.0
2023-02-21,160,Efteling Museum,,,88.0
2023-02-21,160,Fabula,7.0,10.0,100.0
2023-02-21,160,Fairytale Forest,,,99.0
2023-02-21,160,Fata Morgana,8.0,20.0,100.0
2023-02-21,160,Gondoletta,5.0,10.0,93.0
2023-02-21,160,Halve Maen,9.0,15.0,100.0
2023-02-21,160,Joris en de Draak,20.0,30.0,100.0
2023-02-21,160,Joris en de Draak Single-rider,10.0,30.0,100.0
2023-02-21,160,Kinderspoor,8.0,10.0,99.0
2023-02-21,160,Kindervreugd,,,99.0
2023-02-21,160,Kleuterhof,,,100.0
2023-02-21,160,Max & Moritz,9.0,25.0,100.0
2023-02-21,160,Max & Moritz Single-rider,5.0,15.0,98.0
2023-02-21,160,Monorail,17.0,25.0,99.0
2023-02-21,160,Nest!,,,99.0
2023-02-21,160,Pagode,5.0,10.0,99.0
2023-02-21,160,Piraña,,,0.0
2023-02-21,160,Python,13.0,20.0,100.0
2023-02-21,160,Python Single-rider,8.0,20.0,73.0
2023-02-21,160,Sirocco,11.0,15.0,100.0
2023-02-21,160,Stoomcarrousel,15.0,15.0,100.0
2023-02-21,160,Stoomtrein Marerijk,25.0,25.0,99.0
2023-02-21,160,Stoomtrein Ruigrijk,25.0,25.0,99.0
2023-02-21,160,Symbolica,32.0,40.0,99.0
2023-02-21,160,Symbolica Single-rider,9.0,15.0,98.0
2023-02-21,160,The Six Swans,9.0,15.0,99.0
2023-02-21,160,Villa Volta,7.0,15.0,100.0
2023-02-21,160,Vogel Rok,11.0,25.0,100.0
2023-02-21,160,Volkvanlaaf,,,99.0
2023-02-22,160,Anton Pieck Plein,,,99.0
2023-02-22,160,Archipel,,,100.0
2023-02-22,160,Badhuys indoor splash pool,,,100.0
2023-02-22,160,Baron 1898,11.0,15.0,100.0
2023-02-22,160,Baron 1898 Single-rider,10.0,20.0,95.0
2023-02-22,160,Carnaval Festival,11.0,20.0,100.0
2023-02-22,160,De Oude Tufferbaan,17.0,30.0,100.0
2023-02-22,160,De Vliegende Hollander,,,0.0
2023-02-22,160,De Vliegende Hollander Single-rider,,,0.0
2023-02-22,160,Diorama,,,99.0
2023-02-22,160,Droomvlucht,,,0.0
2023-02-22,160,Droomvlucht VR,,,0.0
2023-02-22,160,Efteling Museum,,,87.0
2023-02-22,160,Fabula,10.0,10.0,100.0
2023-02-22,160,Fairytale Forest,,,99.0
2023-02-22,160,Fata Morgana,6.0,15.0,92.0
2023-02-22,160,Gondoletta,6.0,10.0,93.0
2023-02-22,160,Halve Maen,9.0,20.0,99.0
2023-02-22,160,Joris en de Draak,15.0,30.0,99.0
2023-02-22,160,Joris en de Draak Single-rider,8.0,20.0,99.0
2023-02-22,160,Kinderspoor,7.0,10.0,99.0
2023-02-22,160,Kindervreugd,,,99.0
2023-02-22,160,Kleuterhof,,,100.0
2023-02-22,160,Max & Moritz,8.0,25.0,100.0
2023-02-22,160,Max & Moritz Single-rider,5.0,5.0,100.0
2023-02-22,160,Monorail,18.0,25.0,99.0
2023-02-22,160,Nest!,,,99.0
2023-02-22,160,Pagode,5.0,10.0,99.0
2023-02-22,160,Piraña,,,0.0
2023-02-22,160,Python,11.0,20.0,99.0
2023-02-22,160,Python Single-rider,13.0,30.0,17.0
2023-02-22,160,Sirocco,10.0,20.0,100.0
2023-02-22,160,Stoomcarrousel,10.0,15.0,100.0
2023-02-22,160,Stoomtrein Marerijk,25.0,25.0,92.0
2023-02-22,160,Stoomtrein Ruigrijk,25.0,25.0,92.0
2023-02-22,160,Symbolica,24.0,30.0,99.0
2023-02-22,160,Symbolica Single-rider,5.0,15.0,99.0
2023-02-22,160,The Six Swans,7.0,10.0,99.0
2023-02-22,160,Villa Volta,6.0,10.0,100.0
2023-02-22,160,Vogel Rok,8.0,15.0,100.0
2023-02-22,160,Volkvanlaaf,,,99.0
2023-02-23,160,Anton Pieck Plein,,,99.0
2023-02-23,160,Archipel,,,100.0
2023-02-23,160,Badhuys indoor splash pool,,,100.0
2023-02-23,160,Baron 1898,16.0,35.0,100.0
2023-02-23,160,Baron 1898 Single-rider,12.0,25.0,90.0
2023-02-23,160,Carnaval Festival,12.0,25.0,100.0
2023-02-23,160,De Oude Tufferbaan,22.0,30.0,99.0
2023-02-23,160,De Vliegende Hollander,,,0.0
2023-02-23,160,De Vliegende Hollander Single-rider,,,0.0
2023-02-23,160,Diorama,,,100.0
2023-02-23,160,Droomvlucht,,,0.0
2023-02-23,160,Droomvlucht VR,,,0.0
2023-02-23,160,Efteling Museum,,,87.0
2023-02-23,160,Fabula,10.0,10.0,99.0
2023-02-23,160,Fairytale Forest,,,99.0
2023-02-23,160,Fata Morgana,9.0,20.0,100.0
2023-02-23,160,Gondoletta,10.0,20.0,95.0
2023-02-23,160,Halve Maen,13.0,35.0,99.0
2023-02-23,160,Joris en de Draak,23.0,40.0,98.0
2023-02-23,160,Joris en de Draak Single-rider,13.0,30.0,98.0
2023-02-23,160,Kinderspoor,7.0,10.0,99.0
2023-02-23,160,Kindervreugd,,,99.0
2023-02-23,160,Kleuterhof,,,100.0
2023-02-23,160,Max & Moritz,14.0,25.0,88.0
2023-02-23,160,Max & Moritz Single-rider,5.0,15.0,88.0
2023-02-23,160,Monorail,15.0,15.0,99.0
2023-02-23,160,Nest!,,,99.0
2023-02-23,160,Pagode,5.0,10.0,100.0
2023-02-23,160,Piraña,,,0.0
2023-02-23,160,Python,23.0,35.0,92.0
2023-02-23,160,Python Single-rider,20.0,40.0,78.0
2023-02-23,160,Sirocco,11.0,20.0,100.0
2023-02-23,160,Stoomcarrousel,5.0,5.0,100.0
2023-02-23,160,Stoomtrein Marerijk,25.0,25.0,100.0
2023-02-23,160,Stoomtrein Ruigrijk,25.0,25.0,100.0
2023-02-23,160,Symbolica,27.0,30.0,99.0
2023-02-23,160,Symbolica Single-rider,7.0,15.0,99.0
2023-02-23,160,The Six Swans,5.0,10.0,100.0
2023-02-23,160,Villa Volta,6.0,10.0,100.0
2023-02-23,160,Vogel Rok,10.0,25.0,100.0
2023-02-23,160,Volkvanlaaf,,,99.0
2023-02-24,160,Anton Pieck Plein,,,100.0
2023-02-24,160,Archipel,,,100.0
2023-02-24,160,Badhuys indoor splash pool,,,100.0
2023-02-24,160,Baron 1898,15.0,35.0,100.0
2023-02-24,160,Baron 1898 Single-rider,11.0,30.0,73.0
2023-02-24,160,Carnaval Festival,15.0,25.0,100.0
2023-02-24,160,De Oude Tufferbaan,17.0,25.0,100.0
2023-02-24,160,De Vliegende Hollander,,,0.0
2023-02-24,160,De Vliegende Hollander Single-rider,,,0.0
2023-02-24,160,Diorama,,,100.0
2023-02-24,160,Droomvlucht,,,0.0
2023-02-24,160,Droomvlucht VR,,,0.0
2023-02-24,160,Efteling Museum,,,87.0
2023-02-24,160,Fabula,10.0,10.0,100.0
2023-02-24,160,Fairytale Forest,,,100.0
2023-02-24,160,Fata Morgana,9.0,25.0,100.0
2023-02-24,160,Gondoletta,,,96.0
2023-02-24,160,Halve Maen,8.0,15.0,100.0
2023-02-24,160,Joris en de Draak,18.0,40.0,100.0
2023-02-24,160,Joris en de Draak Single-rider,9.0,30.0,100.0
2023-02-24,160,Kinderspoor,9.0,20.0,100.0
2023-02-24,160,Kindervreugd,,,100.0
2023-02-24,160,Kleuterhof,,,100.0
2023-02-24,160,Max & Moritz,11.0,30.0,100.0
2023-02-24,160,Max & Moritz Single-rider,5.0,10.0,100.0
2023-02-24,160,Monorail,12.0,15.0,100.0
2023-02-24,160,Nest!,,,100.0
2023-02-24,160,Pagode,5.0,5.0,100.0
2023-02-24,160,Piraña,,,0.0
2023-02-24,160,Python,10.0,20.0,100.0
2023-02-24,160,Python Single-rider,8.0,15.0,81.0
2023-02-24,160,Sirocco,11.0,20.0,100.0
2023-02-24,160,Stoomcarrousel,14.0,20.0,100.0
2023-02-24,160,Stoomtrein Marerijk,25.0,25.0,100.0
2023-02-24,160,Stoomtrein Ruigrijk,25.0,25.0,100.0
2023-02-24,160,Symbolica,30.0,40.0,100.0
2023-02-24,160,Symbolica Single-rider,9.0,10.0,99.0
2023-02-24,160,The Six Swans,7.0,10.0,100.0
2023-02-24,160,Villa Volta,9.0,15.0,100.0
2023-02-24,160,Vogel Rok,13.0,35.0,100.0
2023-02-24,160,Volkvanlaaf,,,100.0
2023-02-25,160,Anton Pieck Plein,,,99.0
2023-02-25,160,Archipel,,,100.0
2023-02-25,160,Badhuys indoor splash pool,,,100.0
2023-02-25,160,Baron 1898,20.0,40.0,100.0
2023-02-25,160,Baron 1898 Single-rider,13.0,35.0,96.0
2023-02-25,160,Carnaval Festival,17.0,25.0,100.0
2023-02-25,160,De Oude Tufferbaan,21.0,30.0,100.0
2023-02-25,160,De Vliegende Hollander,,,0.0
2023-02-25,160,De Vliegende Hollander Single-rider,,,0.0
2023-02-25,160,Diorama,,,99.0
2023-02-25,160,Droomvlucht,,,0.0
2023-02-25,160,Droomvlucht VR,,,0.0
2023-02-25,160,Efteling Museum,,,87.0
2023-02-25,160,Fabula,10.0,10.0,100.0
2023-02-25,160,Fairytale Forest,,,99.0
2023-02-25,160,Fata Morgana,19.0,35.0,100.0
2023-02-25,160,Gondoletta,9.0,15.0,96.0
2023-02-25,160,Halve Maen,13.0,20.0,99.0
2023-02-25,160,Joris en de Draak,24.0,45.0,100.0
2023-02-25,160,Joris en de Draak Single-rider,13.0,30.0,99.0
2023-02-25,160,Kinderspoor,11.0,15.0,99.0
2023-02-25,160,Kindervreugd,,,99.0
2023-02-25,160,Kleuterhof,,,100.0
2023-02-25,160,Max & Moritz,13.0,25.0,87.0
2023-02-25,160,Max & Moritz Single-rider,7.0,30.0,87.0
2023-02-25,160,Monorail,9.0,20.0,100.0
2023-02-25,160,Nest!,,,99.0
2023-02-25,160,Pagode,6.0,15.0,99.0
2023-02-25,160,Piraña,,,0.0
2023-02-25,160,Python,16.0,30.0,83.0
2023-02-25,160,Python Single-rider,16.0,30.0,61.0
2023-02-25,160,Sirocco,12.0,20.0,100.0
2023-02-25,160,Stoomcarrousel,13.0,20.0,99.0
2023-02-25,160,Stoomtrein Marerijk,40.0,45.0,56.0
2023-02-25,160,Stoomtrein Ruigrijk,25.0,25.0,56.0
2023-02-25,160,Symbolica,37.0,45.0,98.0
2023-02-25,160,Symbolica Single-rider,10.0,20.0,100.0
2023-02-25,160,The Six Swans,5.0,5.0,99.0
2023-02-25,160,Villa Volta,10.0,20.0,99.0
2023-02-25,160,Vogel Rok,15.0,25.0,100.0
2023-02-25,160,Volkvanlaaf,,,100.0
2023-02-26,160,Anton Pieck Plein,,,99.0
2023-02-26,160,Archipel,,,100.0
2023-02-26,160,Badhuys indoor splash pool,,,100.0
2023-02-26,160,Baron 1898,20.0,30.0,100.0
2023-02-26,160,Baron 1898 Single-rider,15.0,30.0,98.0
2023-02-26,160,Carnaval Festival,17.0,25.0,100.0
2023-02-26,160,De Oude Tufferbaan,18.0,30.0,99.0
2023-02-26,160,De Vliegende Hollander,,,0.0
2023-02-26,160,De Vliegende Hollander Single-rider,,,0.0
2023-02-26,160,Diorama,,,100.0
2023-02-26,160,Droomvlucht,,,0.0
2023-02-26,160,Droomvlucht VR,,,0.0
2023-02-26,160,Efteling Museum,,,87.0
2023-02-26,160,Fabula,11.0,20.0,99.0
2023-02-26,160,Fairytale Forest,,,99.0
2023-02-26,160,Fata Morgana,17.0,30.0,100.0
2023-02-26,160,Gondoletta,8.0,15.0,96.0
2023-02-26,160,Halve Maen,10.0,15.0,99.0
2023-02-26,160,Joris en de Draak,34.0,45.0,73.0
2023-02-26,160,Joris en de Draak Single-rider,18.0,35.0,73.0
2023-02-26,160,Kinderspoor,10.0,15.0,99.0
2023-02-26,160,Kindervreugd,,,99.0
2023-02-26,160,Kleuterhof,,,100.0
2023-02-26,160,Max & Moritz,12.0,30.0,100.0
2023-02-26,160,Max & Moritz Single-rider,5.0,5.0,100.0
2023-02-26,160,Monorail,14.0,20.0,99.0
2023-02-26,160,Nest!,,,99.0
2023-02-26,160,Pagode,6.0,15.0,96.0
2023-02-26,160,Piraña,,,0.0
2023-02-26,160,Python,16.0,35.0,100.0
2023-02-26,160,Python Single-rider,10.0,25.0,87.0
2023-02-26,160,Sirocco,12.0,20.0,100.0
2023-02-26,160,Stoomcarrousel,,,100.0
2023-02-26,160,Stoomtrein Marerijk,25.0,30.0,89.0
2023-02-26,160,Stoomtrein Ruigrijk,25.0,30.0,89.0
2023-02-26,160,Symbolica,35.0,40.0,100.0
2023-02-26,160,Symbolica Single-rider,12.0,20.0,100.0
2023-02-26,160,The Six Swans,6.0,10.0,99.0
2023-02-26,160,Villa Volta,10.0,20.0,100.0
2023-02-26,160,Vogel Rok,14.0,30.0,100.0
2023-02-26,160,Volkvanlaaf,,,99.0
2023-02-27,160,Anton Pieck Plein,,,99.0
2023-02-27,160,Archipel,,,100.0
2023-02-27,160,Badhuys indoor splash pool,,,3.0
2023-02-27,160,Baron 1898,29.0,60.0,100.0
2023-02-27,160,Baron 1898 Single-rider,22.0,35.0,99.0
2023-02-27,160,Carnaval Festival,14.0,25.0,100.0
2023-02-27,160,De Oude Tufferbaan,17.0,25.0,99.0
2023-02-27,160,De Vliegende Hollander,,,0.0
2023-02-27,160,De Vliegende Hollander Single-rider,,,0.0
2023-02-27,160,Diorama,,,100.0
2023-02-27,160,Droomvlucht,,,0.0
2023-02-27,160,Droomvlucht VR,,,0.0
2023-02-27,160,Efteling Museum,,,87.0
2023-02-27,160,Fabula,10.0,10.0,99.0
2023-02-27,160,Fairytale Forest,,,99.0
2023-02-27,160,Fata Morgana,11.0,45.0,100.0
2023-02-27,160,Gondoletta,7.0,15.0,97.0
