date,park_id,ride,avg_queue_min,max_queue_min,uptime_pct
2023-06-14,160,Diorama,,,100.0
2023-06-14,160,Droomvlucht,13.0,30.0,97.0
2023-06-14,160,Droomvlucht VR,,,0.0
2023-06-14,160,Efteling Museum,,,88.0
2023-06-14,160,Fabula,10.0,10.0,100.0
2023-06-14,160,Fairytale Forest,,,100.0
2023-06-14,160,Fata Morgana,9.0,30.0,100.0
2023-06-14,160,Gondoletta,18.0,25.0,100.0
2023-06-14,160,Halve Maen,,,0.0
2023-06-14,160,Joris en de Draak,20.0,35.0,77.0
2023-06-14,160,Joris en de Draak Single-rider,9.0,20.0,75.0
2023-06-14,160,Kinderspoor,6.0,15.0,100.0
2023-06-14,160,Kindervreugd,,,100.0
2023-06-14,160,Kleuterhof,,,100.0
2023-06-14,160,Max & Moritz,6.0,20.0,100.0
2023-06-14,160,Max & Moritz Single-rider,5.0,5.0,25.0
2023-06-14,160,Monorail,5.0,10.0,100.0
2023-06-14,160,Nest!,,,100.0
2023-06-14,160,Pagode,5.0,5.0,100.0
2023-06-14,160,Piraña,17.0,35.0,100.0
2023-06-14,160,Python,14.0,25.0,83.0
2023-06-14,160,Python Single-rider,12.0,20.0,67.0
2023-06-14,160,Sirocco,7.0,15.0,100.0
2023-06-14,160,Stoomcarrousel,,,100.0
2023-06-14,160,Stoomtrein Marerijk,25.0,25.0,100.0
2023-06-14,160,Stoomtrein Ruigrijk,25.0,25.0,100.0
2023-06-14,160,Symbolica,18.0,30.0,100.0
2023-06-14,160,Symbolica Single-rider,5.0,10.0,99.0
2023-06-14,160,The Six Swans,5.0,5.0,89.0
2023-06-14,160,Villa Volta,5.0,5.0,100.0
2023-06-14,160,Vogel Rok,7.0,10.0,100.0
2023-06-14,160,Volkvanlaaf,,,100.0
2023-06-15,160,Anton Pieck Plein,,,100.0
2023-06-15,160,Archipel,,,100.0
2023-06-15,160,Badhuys indoor splash pool,,,38.0
2023-06-15,160,Baron 1898,24.0,50.0,100.0
2023-06-15,160,Baron 1898 Single-rider,19.0,35.0,97.0
2023-06-15,160,Carnaval Festival,8.0,15.0,100.0
2023-06-15,160,De Oude Tufferbaan,,,0.0
2023-06-15,160,De Vliegende Hollander,27.0,40.0,77.0
2023-06-15,160,De Vliegende Hollander Single-rider,16.0,30.0,60.0
2023-06-15,160,Diorama,,,100.0
2023-06-15,160,Droomvlucht,18.0,35.0,100.0
2023-06-15,160,Droomvlucht VR,,,100.0
2023-06-15,160,Efteling Museum,,,87.0
2023-06-15,160,Fabula,10.0,10.0,100.0
2023-06-15,160,Fairytale Forest,,,100.0
2023-06-15,160,Fata Morgana,9.0,35.0,100.0
2023-06-15,160,Gondoletta,17.0,25.0,97.0
2023-06-15,160,Halve Maen,,,0.0
2023-06-15,160,Joris en de Draak,17.0,35.0,100.0
2023-06-15,160,Joris en de Draak Single-rider,10.0,25.0,80.0
2023-06-15,160,Kinderspoor,8.0,10.0,100.0
2023-06-15,160,Kindervreugd,,,100.0
2023-06-15,160,Kleuterhof,,,100.0
2023-06-15,160,Max & Moritz,8.0,25.0,100.0
2023-06-15,160,Max & Moritz Single-rider,11.0,20.0,38.0
2023-06-15,160,Monorail,15.0,20.0,100.0
2023-06-15,160,Nest!,,,100.0
2023-06-15,160,Pagode,5.0,5.0,100.0
2023-06-15,160,Piraña,20.0,35.0,100.0
2023-06-15,160,Python,11.0,30.0,100.0
2023-06-15,160,Python Single-rider,11.0,25.0,63.0
2023-06-15,160,Sirocco,7.0,10.0,100.0
2023-06-15,160,Stoomcarrousel,,,100.0
2023-06-15,160,Stoomtrein Marerijk,25.0,25.0,95.0
2023-06-15,160,Stoomtrein Ruigrijk,25.0,25.0,92.0
2023-06-15,160,Symbolica,21.0,30.0,81.0
2023-06-15,160,Symbolica Single-rider,5.0,15.0,79.0
2023-06-15,160,The Six Swans,8.0,15.0,100.0
2023-06-15,160,Villa Volta,6.0,10.0,100.0
2023-06-15,160,Vogel Rok,8.0,20.0,100.0
2023-06-15,160,Volkvanlaaf,,,100.0
2023-06-16,160,Anton Pieck Plein,,,99.0
2023-06-16,160,Archipel,,,100.0
2023-06-16,160,Badhuys indoor splash pool,,,37.0
2023-06-16,160,Baron 1898,36.0,55.0,100.0
2023-06-16,160,Baron 1898 Single-rider,29.0,40.0,96.0
2023-06-16,160,Carnaval Festival,13.0,25.0,100.0
2023-06-16,160,De Oude Tufferbaan,,,0.0
2023-06-16,160,De Vliegende Hollander,31.0,45.0,99.0
2023-06-16,160,De Vliegende Hollander Single-rider,22.0,30.0,77.0
2023-06-16,160,Diorama,,,99.0
2023-06-16,160,Droomvlucht,27.0,40.0,100.0
2023-06-16,160,Droomvlucht VR,,,100.0
2023-06-16,160,Efteling Museum,,,87.0
2023-06-16,160,Fabula,10.0,10.0,99.0
2023-06-16,160,Fairytale Forest,,,99.0
2023-06-16,160,Fata Morgana,14.0,40.0,100.0
2023-06-16,160,Gondoletta,23.0,40.0,99.0
2023-06-16,160,Halve Maen,,,0.0
2023-06-16,160,Joris en de Draak,27.0,45.0,96.0
2023-06-16,160,Joris en de Draak Single-rider,17.0,30.0,96.0
2023-06-16,160,Kinderspoor,10.0,20.0,99.0
2023-06-16,160,Kindervreugd,,,99.0
2023-06-16,160,Kleuterhof,,,100.0
2023-06-16,160,Max & Moritz,19.0,40.0,100.0
2023-06-16,160,Max & Moritz Single-rider,15.0,30.0,92.0
2023-06-16,160,Monorail,23.0,35.0,99.0
2023-06-16,160,Nest!,,,99.0
2023-06-16,160,Pagode,5.0,10.0,99.0
2023-06-16,160,Piraña,36.0,50.0,99.0
2023-06-16,160,Python,22.0,35.0,92.0
2023-06-16,160,Python Single-rider,23.0,50.0,83.0
2023-06-16,160,Sirocco,11.0,20.0,100.0
2023-06-16,160,Stoomcarrousel,,,99.0
2023-06-16,160,Stoomtrein Marerijk,33.0,40.0,100.0
2023-06-16,160,Stoomtrein Ruigrijk,33.0,40.0,100.0
2023-06-16,160,Symbolica,26.0,40.0,99.0
2023-06-16,160,Symbolica Single-rider,7.0,15.0,99.0
2023-06-16,160,The Six Swans,10.0,15.0,99.0
2023-06-16,160,Villa Volta,8.0,20.0,96.0
2023-06-16,160,Vogel Rok,17.0,35.0,100.0
2023-06-16,160,Volkvanlaaf,,,99.0
2023-06-17,160,Anton Pieck Plein,,,99.0
2023-06-17,160,Archipel,,,100.0
2023-06-17,160,Badhuys indoor splash pool,,,100.0
2023-06-17,160,Baron 1898,27.0,45.0,100.0
2023-06-17,160,Baron 1898 Single-rider,20.0,35.0,100.0
2023-06-17,160,Carnaval Festival,9.0,20.0,100.0
2023-06-17,160,De Oude Tufferbaan,18.0,30.0,100.0
2023-06-17,160,De Vliegende Hollander,30.0,45.0,81.0
2023-06-17,160,De Vliegende Hollander Single-rider,17.0,25.0,76.0
2023-06-17,160,Diorama,,,99.0
2023-06-17,160,Droomvlucht,20.0,35.0,100.0
2023-06-17,160,Droomvlucht VR,,,100.0
2023-06-17,160,Efteling Museum,,,89.0
2023-06-17,160,Fabula,10.0,10.0,99.0
2023-06-17,160,Fairytale Forest,,,99.0
2023-06-17,160,Fata Morgana,9.0,35.0,100.0
2023-06-17,160,Gondoletta,20.0,30.0,99.0
2023-06-17,160,Halve Maen,,,0.0
2023-06-17,160,Joris en de Draak,20.0,35.0,100.0
2023-06-17,160,Joris en de Draak Single-rider,11.0,25.0,99.0
2023-06-17,160,Kinderspoor,8.0,10.0,99.0
2023-06-17,160,Kindervreugd,,,99.0
2023-06-17,160,Kleuterhof,,,99.0
2023-06-17,160,Max & Moritz,10.0,30.0,100.0
2023-06-17,160,Max & Moritz Single-rider,10.0,25.0,59.0
2023-06-17,160,Monorail,15.0,20.0,99.0
2023-06-17,160,Nest!,,,99.0
2023-06-17,160,Pagode,5.0,5.0,99.0
2023-06-17,160,Piraña,31.0,45.0,99.0
2023-06-17,160,Python,11.0,25.0,100.0
2023-06-17,160,Python Single-rider,10.0,20.0,70.0
2023-06-17,160,Sirocco,8.0,15.0,100.0
2023-06-17,160,Stoomcarrousel,,,99.0
2023-06-17,160,Stoomtrein Marerijk,25.0,25.0,99.0
2023-06-17,160,Stoomtrein Ruigrijk,39.0,50.0,99.0
2023-06-17,160,Symbolica,25.0,40.0,99.0
2023-06-17,160,Symbolica Single-rider,5.0,5.0,99.0
2023-06-17,160,The Six Swans,5.0,10.0,100.0
2023-06-17,160,Villa Volta,5.0,10.0,100.0
2023-06-17,160,Vogel Rok,11.0,25.0,96.0
2023-06-17,160,Volkvanlaaf,,,99.0
2023-06-18,160,Anton Pieck Plein,,,100.0
2023-06-18,160,Archipel,,,100.0
2023-06-18,160,Badhuys indoor splash pool,,,100.0
2023-06-18,160,Baron 1898,20.0,35.0,100.0
2023-06-18,160,Baron 1898 Single-rider,15.0,35.0,100.0
2023-06-18,160,Carnaval Festival,9.0,15.0,86.0
2023-06-18,160,De Oude Tufferbaan,19.0,30.0,100.0
2023-06-18,160,De Vliegende Hollander,23.0,30.0,100.0
2023-06-18,160,De Vliegende Hollander Single-rider,12.0,30.0,82.0
2023-06-18,160,Diorama,,,100.0
2023-06-18,160,Droomvlucht,17.0,30.0,100.0
2023-06-18,160,Droomvlucht VR,,,100.0
2023-06-18,160,Efteling Museum,,,88.0
2023-06-18,160,Fabula,10.0,10.0,100.0
2023-06-18,160,Fairytale Forest,,,100.0
2023-06-18,160,Fata Morgana,7.0,30.0,100.0
2023-06-18,160,Gondoletta,15.0,25.0,97.0
2023-06-18,160,Halve Maen,,,0.0
2023-06-18,160,Joris en de Draak,20.0,35.0,96.0
2023-06-18,160,Joris en de Draak Single-rider,11.0,20.0,90.0
2023-06-18,160,Kinderspoor,7.0,20.0,100.0
2023-06-18,160,Kindervreugd,,,100.0
2023-06-18,160,Kleuterhof,,,100.0
2023-06-18,160,Max & Moritz,9.0,25.0,100.0
2023-06-18,160,Max & Moritz Single-rider,6.0,10.0,23.0
2023-06-18,160,Monorail,9.0,15.0,100.0
2023-06-18,160,Nest!,,,100.0
2023-06-18,160,Pagode,5.0,5.0,100.0
2023-06-18,160,Piraña,14.0,20.0,97.0
2023-06-18,160,Python,12.0,25.0,95.0
2023-06-18,160,Python Single-rider,10.0,25.0,58.0
2023-06-18,160,Sirocco,8.0,20.0,100.0
2023-06-18,160,Stoomcarrousel,,,100.0
2023-06-18,160,Stoomtrein Marerijk,25.0,30.0,100.0
2023-06-18,160,Stoomtrein Ruigrijk,35.0,35.0,93.0
2023-06-18,160,Symbolica,23.0,30.0,100.0
2023-06-18,160,Symbolica Single-rider,8.0,20.0,100.0
2023-06-18,160,The Six Swans,5.0,5.0,100.0
2023-06-18,160,Villa Volta,5.0,15.0,100.0
2023-06-18,160,Vogel Rok,8.0,20.0,100.0
2023-06-18,160,Volkvanlaaf,,,100.0
2023-06-19,160,Anton Pieck Plein,,,99.0
2023-06-19,160,Archipel,,,100.0
2023-06-19,160,Badhuys indoor splash pool,,,37.0
2023-06-19,160,Baron 1898,46.0,80.0,100.0
2023-06-19,160,Baron 1898 Single-rider,38.0,70.0,98.0
2023-06-19,160,Carnaval Festival,18.0,30.0,91.0
2023-06-19,160,De Oude Tufferbaan,24.0,30.0,66.0
2023-06-19,160,De Vliegende Hollander,41.0,55.0,100.0
2023-06-19,160,De Vliegende Hollander Single-rider,,,0.0
2023-06-19,160,Diorama,,,99.0
2023-06-19,160,Droomvlucht,36.0,50.0,100.0
2023-06-19,160,Droomvlucht VR,,,100.0
2023-06-19,160,Efteling Museum,,,88.0
2023-06-19,160,Fabula,10.0,10.0,99.0
2023-06-19,160,Fairytale Forest,,,99.0
2023-06-19,160,Fata Morgana,20.0,45.0,100.0
2023-06-19,160,Gondoletta,25.0,40.0,100.0
2023-06-19,160,Halve Maen,,,0.0
2023-06-19,160,Joris en de Draak,40.0,60.0,93.0
2023-06-19,160,Joris en de Draak Single-rider,28.0,40.0,93.0
2023-06-19,160,Kinderspoor,18.0,30.0,96.0
2023-06-19,160,Kindervreugd,,,99.0
2023-06-19,160,Kleuterhof,,,99.0
2023-06-19,160,Max & Moritz,23.0,45.0,100.0
2023-06-19,160,Max & Moritz Single-rider,19.0,40.0,88.0
2023-06-19,160,Monorail,33.0,40.0,99.0
2023-06-19,160,Nest!,,,99.0
2023-06-19,160,Pagode,7.0,15.0,100.0
2023-06-19,160,Piraña,40.0,50.0,99.0
2023-06-19,160,Python,31.0,50.0,99.0
2023-06-19,160,Python Single-rider,37.0,55.0,77.0
2023-06-19,160,Sirocco,,,0.0
2023-06-19,160,Stoomcarrousel,,,0.0
2023-06-19,160,Stoomtrein Marerijk,29.0,35.0,99.0
2023-06-19,160,Stoomtrein Ruigrijk,29.0,35.0,99.0
2023-06-19,160,Symbolica,36.0,55.0,98.0
2023-06-19,160,Symbolica Single-rider,11.0,20.0,98.0
2023-06-19,160,The Six Swans,8.0,20.0,100.0
2023-06-19,160,Villa Volta,15.0,30.0,97.0
2023-06-19,160,Vogel Rok,25.0,40.0,100.0
2023-06-19,160,Volkvanlaaf,,,99.0
2023-06-20,160,Anton Pieck Plein,,,99.0
2023-06-20,160,Archipel,,,76.0
2023-06-20,160,Badhuys indoor splash pool,,,38.0
2023-06-20,160,Baron 1898,38.0,70.0,82.0
2023-06-20,160,Baron 1898 Single-rider,34.0,60.0,73.0
2023-06-20,160,Carnaval Festival,8.0,25.0,95.0
2023-06-20,160,De Oude Tufferbaan,,,3.0
2023-06-20,160,De Vliegende Hollander,31.0,40.0,73.0
2023-06-20,160,De Vliegende Hollander Single-rider,19.0,30.0,32.0
2023-06-20,160,Diorama,,,99.0
2023-06-20,160,Droomvlucht,15.0,30.0,100.0
2023-06-20,160,Droomvlucht VR,,,0.0
2023-06-20,160,Efteling Museum,,,87.0
2023-06-20,160,Fabula,10.0,10.0,100.0
2023-06-20,160,Fairytale Forest,,,99.0
2023-06-20,160,Fata Morgana,9.0,35.0,100.0
2023-06-20,160,Gondoletta,18.0,30.0,70.0
2023-06-20,160,Halve Maen,,,0.0
2023-06-20,160,Joris en de Draak,26.0,45.0,66.0
2023-06-20,160,Joris en de Draak Single-rider,16.0,30.0,62.0
2023-06-20,160,Kinderspoor,12.0,15.0,82.0
2023-06-20,160,Kindervreugd,,,99.0
2023-06-20,160,Kleuterhof,,,100.0
2023-06-20,160,Max & Moritz,12.0,30.0,76.0
2023-06-20,160,Max & Moritz Single-rider,13.0,15.0,20.0
2023-06-20,160,Monorail,11.0,15.0,87.0
2023-06-20,160,Nest!,,,99.0
2023-06-20,160,Pagode,5.0,5.0,78.0
2023-06-20,160,Piraña,26.0,40.0,71.0
2023-06-20,160,Python,19.0,35.0,72.0
2023-06-20,160,Python Single-rider,18.0,30.0,62.0
2023-06-20,160,Sirocco,,,0.0
2023-06-20,160,Stoomcarrousel,,,0.0
2023-06-20,160,Stoomtrein Marerijk,25.0,25.0,92.0
2023-06-20,160,Stoomtrein Ruigrijk,25.0,25.0,80.0
2023-06-20,160,Symbolica,20.0,30.0,94.0
2023-06-20,160,Symbolica Single-rider,5.0,10.0,94.0
2023-06-20,160,The Six Swans,,,78.0
2023-06-20,160,Villa Volta,5.0,5.0,100.0
2023-06-20,160,Vogel Rok,11.0,20.0,100.0
2023-06-20,160,Volkvanlaaf,,,99.0
2023-06-21,160,Anton Pieck Plein,,,99.0
2023-06-21,160,Archipel,,,77.0
2023-06-21,160,Badhuys indoor splash pool,,,37.0
2023-06-21,160,Baron 1898,35.0,60.0,100.0
2023-06-21,160,Baron 1898 Single-rider,28.0,45.0,100.0
2023-06-21,160,Carnaval Festival,18.0,25.0,100.0
2023-06-21,160,De Oude Tufferbaan,,,6.0
2023-06-21,160,De Vliegende Hollander,31.0,45.0,88.0
2023-06-21,160,De Vliegende Hollander Single-rider,22.0,35.0,67.0
2023-06-21,160,Diorama,,,99.0
2023-06-21,160,Droomvlucht,26.0,40.0,100.0
2023-06-21,160,Droomvlucht VR,,,0.0
2023-06-21,160,Efteling Museum,,,87.0
2023-06-21,160,Fabula,10.0,10.0,99.0
2023-06-21,160,Fairytale Forest,,,99.0
2023-06-21,160,Fata Morgana,13.0,35.0,100.0
2023-06-21,160,Gondoletta,22.0,35.0,100.0
2023-06-21,160,Halve Maen,,,0.0
2023-06-21,160,Joris en de Draak,27.0,45.0,100.0
2023-06-21,160,Joris en de Draak Single-rider,17.0,30.0,100.0
2023-06-21,160,Kinderspoor,14.0,15.0,100.0
2023-06-21,160,Kindervreugd,,,99.0
2023-06-21,160,Kleuterhof,,,100.0
2023-06-21,160,Max & Moritz,14.0,25.0,100.0
2023-06-21,160,Max & Moritz Single-rider,10.0,20.0,76.0
2023-06-21,160,Monorail,10.0,25.0,99.0
2023-06-21,160,Nest!,,,99.0
2023-06-21,160,Pagode,5.0,5.0,100.0
2023-06-21,160,Piraña,31.0,45.0,100.0
2023-06-21,160,Python,22.0,35.0,99.0
2023-06-21,160,Python Single-rider,24.0,50.0,81.0
2023-06-21,160,Sirocco,,,0.0
2023-06-21,160,Stoomcarrousel,,,0.0
2023-06-21,160,Stoomtrein Marerijk,25.0,25.0,99.0
2023-06-21,160,Stoomtrein Ruigrijk,25.0,25.0,99.0
2023-06-21,160,Symbolica,26.0,35.0,100.0
2023-06-21,160,Symbolica Single-rider,6.0,20.0,100.0
2023-06-21,160,The Six Swans,7.0,10.0,100.0
2023-06-21,160,Villa Volta,10.0,20.0,100.0
2023-06-21,160,Vogel Rok,17.0,30.0,100.0
2023-06-21,160,Volkvanlaaf,,,99.0
2023-06-22,160,Anton Pieck Plein,,,99.0
2023-06-22,160,Archipel,,,100.0
2023-06-22,160,Badhuys indoor splash pool,,,38.0
2023-06-22,160,Baron 1898,41.0,100.0,100.0
2023-06-22,160,Baron 1898 Single-rider,34.0,60.0,37.0
2023-06-22,160,Carnaval Festival,13.0,20.0,100.0
2023-06-22,160,De Oude Tufferbaan,,,0.0
2023-06-22,160,De Vliegende Hollander,32.0,45.0,97.0
2023-06-22,160,De Vliegende Hollander Single-rider,18.0,25.0,8.0
2023-06-22,160,Diorama,,,99.0
2023-06-22,160,Droomvlucht,19.0,35.0,100.0
2023-06-22,160,Droomvlucht VR,,,100.0
2023-06-22,160,Efteling Museum,,,89.0
2023-06-22,160,Fabula,10.0,10.0,99.0
2023-06-22,160,Fairytale Forest,,,99.0
2023-06-22,160,Fata Morgana,8.0,25.0,100.0
2023-06-22,160,Gondoletta,10.0,15.0,100.0
2023-06-22,160,Halve Maen,,,0.0
2023-06-22,160,Joris en de Draak,27.0,45.0,97.0
2023-06-22,160,Joris en de Draak Single-rider,16.0,40.0,97.0
2023-06-22,160,Kinderspoor,10.0,10.0,99.0
2023-06-22,160,Kindervreugd,,,99.0
2023-06-22,160,Kleuterhof,,,100.0
2023-06-22,160,Max & Moritz,10.0,25.0,85.0
2023-06-22,160,Max & Moritz Single-rider,12.0,20.0,19.0
2023-06-22,160,Monorail,12.0,20.0,99.0
2023-06-22,160,Nest!,,,99.0
2023-06-22,160,Pagode,5.0,5.0,100.0
2023-06-22,160,Piraña,11.0,30.0,98.0
2023-06-22,160,Python,22.0,40.0,96.0
2023-06-22,160,Python Single-rider,37.0,45.0,19.0
2023-06-22,160,Sirocco,,,0.0
2023-06-22,160,Stoomcarrousel,,,0.0
2023-06-22,160,Stoomtrein Marerijk,25.0,25.0,90.0
2023-06-22,160,Stoomtrein Ruigrijk,28.0,45.0,88.0
2023-06-22,160,Symbolica,22.0,30.0,98.0
2023-06-22,160,Symbolica Single-rider,5.0,10.0,98.0
2023-06-22,160,The Six Swans,5.0,5.0,100.0
2023-06-22,160,Villa Volta,9.0,20.0,100.0
2023-06-22,160,Vogel Rok,19.0,30.0,100.0
2023-06-22,160,Volkvanlaaf,,,99.0
2023-06-23,160,Anton Pieck Plein,,,99.0
2023-06-23,160,Archipel,,,100.0
2023-06-23,160,Badhuys indoor splash pool,,,38.0
2023-06-23,160,Baron 1898,45.0,60.0,99.0
2023-06-23,160,Baron 1898 Single-rider,35.0,45.0,99.0
2023-06-23,160,Carnaval Festival,21.0,35.0,100.0
2023-06-23,160,De Oude Tufferbaan,,,0.0
2023-06-23,160,De Vliegende Hollander,37.0,50.0,100.0
2023-06-23,160,De Vliegende Hollander Single-rider,27.0,35.0,80.0
2023-06-23,160,Diorama,,,99.0
2023-06-23,160,Droomvlucht,28.0,45.0,100.0
2023-06-23,160,Droomvlucht VR,,,100.0
2023-06-23,160,Efteling Museum,,,88.0
2023-06-23,160,Fabula,10.0,10.0,100.0
2023-06-23,160,Fairytale Forest,,,99.0
2023-06-23,160,Fata Morgana,17.0,40.0,100.0
2023-06-23,160,Gondoletta,23.0,30.0,100.0
2023-06-23,160,Halve Maen,,,0.0
2023-06-23,160,Joris en de Draak,35.0,50.0,100.0
2023-06-23,160,Joris en de Draak Single-rider,25.0,40.0,100.0
2023-06-23,160,Kinderspoor,14.0,20.0,99.0
2023-06-23,160,Kindervreugd,,,99.0
2023-06-23,160,Kleuterhof,,,100.0
2023-06-23,160,Max & Moritz,20.0,40.0,100.0
2023-06-23,160,Max & Moritz Single-rider,18.0,30.0,93.0
2023-06-23,160,Monorail,21.0,40.0,99.0
2023-06-23,160,Nest!,,,99.0
2023-06-23,160,Pagode,7.0,15.0,97.0
2023-06-23,160,Piraña,38.0,50.0,99.0
2023-06-23,160,Python,27.0,45.0,100.0
2023-06-23,160,Python Single-rider,32.0,50.0,74.0
2023-06-23,160,Sirocco,,,0.0
2023-06-23,160,Stoomcarrousel,,,0.0
2023-06-23,160,Stoomtrein Marerijk,28.0,45.0,99.0
2023-06-23,160,Stoomtrein Ruigrijk,32.0,45.0,90.0
2023-06-23,160,Symbolica,34.0,45.0,97.0
2023-06-23,160,Symbolica Single-rider,10.0,25.0,99.0
2023-06-23,160,The Six Swans,5.0,15.0,99.0
2023-06-23,160,Villa Volta,9.0,15.0,100.0
2023-06-23,160,Vogel Rok,25.0,40.0,100.0
2023-06-23,160,Volkvanlaaf,,,99.0
2023-06-24,160,Anton Pieck Plein,,,100.0
2023-06-24,160,Archipel,,,100.0
2023-06-24,160,Badhuys indoor splash pool,,,100.0
2023-06-24,160,Baron 1898,33.0,50.0,100.0
2023-06-24,160,Baron 1898 Single-rider,23.0,35.0,100.0
2023-06-24,160,Carnaval Festival,15.0,25.0,100.0
2023-06-24,160,De Oude Tufferbaan,,,0.0
2023-06-24,160,De Vliegende Hollander,33.0,50.0,99.0
2023-06-24,160,De Vliegende Hollander Single-rider,21.0,35.0,82.0
2023-06-24,160,Diorama,,,100.0
2023-06-24,160,Droomvlucht,23.0,40.0,100.0
2023-06-24,160,Droomvlucht VR,,,100.0
2023-06-24,160,Efteling Museum,,,88.0
2023-06-24,160,Fabula,10.0,10.0,100.0
2023-06-24,160,Fairytale Forest,,,100.0
2023-06-24,160,Fata Morgana,13.0,50.0,100.0
2023-06-24,160,Gondoletta,24.0,40.0,100.0
2023-06-24,160,Halve Maen,,,0.0
2023-06-24,160,Joris en de Draak,23.0,40.0,100.0
2023-06-24,160,Joris en de Draak Single-rider,14.0,35.0,100.0
2023-06-24,160,Kinderspoor,9.0,15.0,100.0
2023-06-24,160,Kindervreugd,,,100.0
2023-06-24,160,Kleuterhof,,,100.0
2023-06-24,160,Max & Moritz,14.0,40.0,93.0
2023-06-24,160,Max & Moritz Single-rider,7.0,30.0,75.0
2023-06-24,160,Monorail,15.0,30.0,100.0
2023-06-24,160,Nest!,,,100.0
2023-06-24,160,Pagode,5.0,10.0,100.0
2023-06-24,160,Piraña,38.0,55.0,100.0
2023-06-24,160,Python,15.0,35.0,100.0
2023-06-24,160,Python Single-rider,17.0,40.0,69.0
2023-06-24,160,Sirocco,9.0,15.0,87.0
2023-06-24,160,Stoomcarrousel,,,0.0
2023-06-24,160,Stoomtrein Marerijk,25.0,25.0,100.0
2023-06-24,160,Stoomtrein Ruigrijk,35.0,45.0,100.0
2023-06-24,160,Symbolica,30.0,45.0,100.0
2023-06-24,160,Symbolica Single-rider,6.0,10.0,100.0
2023-06-24,160,The Six Swans,5.0,10.0,100.0
2023-06-24,160,Villa Volta,7.0,10.0,100.0
2023-06-24,160,Vogel Rok,17.0,30.0,100.0
2023-06-24,160,Volkvanlaaf,,,100.0
2023-06-25,160,Anton Pieck Plein,,,100.0
2023-06-25,160,Archipel,,,100.0
2023-06-25,160,Badhuys indoor splash pool,,,100.0
2023-06-25,160,Baron 1898,20.0,40.0,100.0
2023-06-25,160,Baron 1898 Single-rider,15.0,35.0,100.0
2023-06-25,160,Carnaval Festival,6.0,15.0,100.0
2023-06-25,160,De Oude Tufferbaan,15.0,30.0,95.0
2023-06-25,160,De Vliegende Hollander,27.0,40.0,100.0
2023-06-25,160,De Vliegende Hollander Single-rider,17.0,25.0,79.0
2023-06-25,160,Diorama,,,100.0
2023-06-25,160,Droomvlucht,17.0,30.0,100.0
2023-06-25,160,Droomvlucht VR,,,100.0
2023-06-25,160,Efteling Museum,,,88.0
2023-06-25,160,Fabula,10.0,10.0,100.0
2023-06-25,160,Fairytale Forest,,,100.0
2023-06-25,160,Fata Morgana,8.0,35.0,100.0
2023-06-25,160,Gondoletta,14.0,25.0,87.0
2023-06-25,160,Halve Maen,,,0.0
2023-06-25,160,Joris en de Draak,20.0,55.0,100.0
2023-06-25,160,Joris en de Draak Single-rider,11.0,35.0,94.0
2023-06-25,160,Kinderspoor,5.0,5.0,96.0
2023-06-25,160,Kindervreugd,,,100.0
2023-06-25,160,Kleuterhof,,,100.0
2023-06-25,160,Max & Moritz,8.0,25.0,100.0
2023-06-25,160,Max & Moritz Single-rider,6.0,15.0,26.0
2023-06-25,160,Monorail,5.0,5.0,100.0
2023-06-25,160,Nest!,,,100.0
2023-06-25,160,Pagode,5.0,5.0,93.0
2023-06-25,160,Piraña,35.0,45.0,100.0
2023-06-25,160,Python,11.0,25.0,100.0
2023-06-25,160,Python Single-rider,7.0,25.0,72.0
2023-06-25,160,Sirocco,6.0,10.0,100.0
2023-06-25,160,Stoomcarrousel,,,0.0
2023-06-25,160,Stoomtrein Marerijk,25.0,25.0,100.0
2023-06-25,160,Stoomtrein Ruigrijk,28.0,45.0,100.0
2023-06-25,160,Symbolica,21.0,30.0,100.0
2023-06-25,160,Symbolica Single-rider,5.0,10.0,99.0
2023-06-25,160,The Six Swans,5.0,5.0,100.0
2023-06-25,160,Villa Volta,5.0,10.0,97.0
2023-06-25,160,Vogel Rok,8.0,15.0,100.0
2023-06-25,160,Volkvanlaaf,,,100.0
2023-06-26,160,Anton Pieck Plein,,,100.0
2023-06-26,160,Archipel,,,100.0
2023-06-26,160,Badhuys indoor splash pool,,,38.0
2023-06-26,160,Baron 1898,56.0,80.0,100.0
2023-06-26,160,Baron 1898 Single-rider,44.0,60.0,98.0
2023-06-26,160,Carnaval Festival,17.0,30.0,100.0
2023-06-26,160,De Oude Tufferbaan,22.0,35.0,100.0
2023-06-26,160,De Vliegende Hollander,41.0,55.0,100.0
2023-06-26,160,De Vliegende Hollander Single-rider,30.0,45.0,81.0
2023-06-26,160,Diorama,,,100.0
2023-06-26,160,Droomvlucht,38.0,50.0,100.0
2023-06-26,160,Droomvlucht VR,,,100.0
2023-06-26,160,Efteling Museum,,,87.0
2023-06-26,160,Fabula,10.0,10.0,100.0
2023-06-26,160,Fairytale Forest,,,100.0
2023-06-26,160,Fata Morgana,19.0,40.0,100.0
2023-06-26,160,Gondoletta,21.0,25.0,33.0
2023-06-26,160,Halve Maen,,,0.0
2023-06-26,160,Joris en de Draak,45.0,60.0,71.0
2023-06-26,160,Joris en de Draak Single-rider,32.0,50.0,69.0
2023-06-26,160,Kinderspoor,10.0,10.0,100.0
2023-06-26,160,Kindervreugd,,,100.0
2023-06-26,160,Kleuterhof,,,100.0
