timestamp,attraction_name,status,queue_type,wait_time
2025-11-13 15:54:51,Stoomcarrousel,OPERATING,STANDBY,0
2025-11-13 15:54:51,Efteling Museum,OPERATING,STANDBY,0
2025-11-13 15:54:51,Halve Maen,OPERATING,STANDBY,5
2025-11-13 15:54:51,Stoomtrein - Oost,OPERATING,STANDBY,25
2025-11-13 15:54:51,Kinderspoor,OPERATING,STANDBY,10
2025-11-13 15:54:51,Diorama,OPERATING,STANDBY,0
2025-11-13 15:54:51,Fabula,OPERATING,STANDBY,10
2025-11-13 15:54:51,Monorail,CLOSED,STANDBY,N/A
2025-11-13 15:54:51,Kindervreugd,CLOSED,STANDBY,N/A
2025-11-13 15:54:51,Max & Moritz,OPERATING,STANDBY,5
2025-11-13 15:54:51,Max & Moritz,OPERATING,SINGLE_RIDER,0
2025-11-13 15:54:51,Anton Pieckplein,OPERATING,STANDBY,0
2025-11-13 15:54:51,Gondoletta,OPERATING,STANDBY,5
2025-11-13 15:54:51,De Oude Tufferbaan,OPERATING,STANDBY,10
2025-11-13 15:54:51,Python,OPERATING,STANDBY,0
2025-11-13 15:54:51,Python,OPERATING,SINGLE_RIDER,0
2025-11-13 15:54:51,Piraña,OPERATING,STANDBY,5
2025-11-13 15:54:51,Joris en de Draak,OPERATING,STANDBY,15
2025-11-13 15:54:51,Joris en de Draak,OPERATING,SINGLE_RIDER,0
2025-11-13 15:54:51,Carnaval Festival,OPERATING,STANDBY,5
2025-11-13 15:54:51,Vogel Rok,REFURBISHMENT,STANDBY,N/A
2025-11-13 15:54:51,Baron 1898,OPERATING,STANDBY,10
2025-11-13 15:54:51,Baron 1898,OPERATING,SINGLE_RIDER,15
2025-11-13 15:54:51,Pagode,OPERATING,STANDBY,5
2025-11-13 15:54:51,Symbolica,DOWN,STANDBY,0
2025-11-13 15:54:51,Symbolica,DOWN,SINGLE_RIDER,0
2025-11-13 15:54:51,Danse Macabre,OPERATING,STANDBY,13
2025-11-13 15:54:51,Danse Macabre,OPERATING,SINGLE_RIDER,0
2025-11-13 15:36:43,Droomvlucht,OPERATING,STANDBY,20
2025-11-13 15:36:43,Fata Morgana,OPERATING,STANDBY,5
2025-11-13 15:36:43,Villa Volta,OPERATING,STANDBY,5
2025-11-13 15:36:43,De Vliegende Hollander,OPERATING,STANDBY,10
2025-11-13 15:36:43,De Vliegende Hollander,OPERATING,SINGLE_RIDER,0
2025-11-13 15:36:43,Kleuterhof,OPERATING,STANDBY,0
2025-11-13 15:36:43,Nest!,OPERATING,STANDBY,0
2025-11-13 15:36:43,Archipel,OPERATING,STANDBY,0
2025-11-13 15:36:43,Sirocco,REFURBISHMENT,STANDBY,N/A
2025-11-13 15:36:43,Stoomtrein - Marerijk,OPERATING,STANDBY,25
2025-11-13 15:36:43,Volk van Laaf,OPERATING,STANDBY,0
2025-11-13 15:36:43,Fairytale Forest,OPERATING,STANDBY,0
2025-11-13 15:36:43,Stoomcarrousel,OPERATING,STANDBY,0
2025-11-13 15:36:43,Efteling Museum,OPERATING,STANDBY,0
2025-11-13 15:36:43,Halve Maen,OPERATING,STANDBY,5
2025-11-13 15:36:43,Stoomtrein - Oost,OPERATING,STANDBY,25
