date,park_id,ride,avg_queue_min,max_queue_min,uptime_pct,crowd_percent,crowd_label,temperature_forecast,temperature_actual,rain_forecast,rain_actual,wind_forecast,wind_actual,events
2024-06-12,160,Symbolica,29,35,99,58,Busy,14.3,13.8,0,0,3.6,5,NA
2024-06-12,160,Symbolica Single-rider,7,15,99,58,Busy,14.3,13.8,0,0,3.6,5,NA
2024-06-12,160,Villa Volta,8,15,100,58,Busy,14.3,13.8,0,0,3.6,5,NA
2024-06-12,160,Vogel Rok,15,35,100,58,Busy,14.3,13.8,0,0,3.6,5,NA
2024-06-13,160,Baron 1898,32,40,100,66,Busy,17.6,17.6,0,0,4.3,4.3,NA
2024-06-13,160,Baron 1898 Single-rider,25,45,100,66,Busy,17.6,17.6,0,0,4.3,4.3,NA
2024-06-13,160,Carnaval Festival,17,30,100,66,Busy,17.6,17.6,0,0,4.3,4.3,NA
2024-06-13,160,De Oude Tufferbaan,NA,NA,0,66,Busy,17.6,17.6,0,0,4.3,4.3,NA
2024-06-13,160,De Vliegende Hollander,28,40,100,66,Busy,17.6,17.6,0,0,4.3,4.3,NA
2024-06-13,160,De Vliegende Hollander Single-rider,22,35,71,66,Busy,17.6,17.6,0,0,4.3,4.3,NA
2024-06-13,160,Droomvlucht,29,40,100,66,Busy,17.6,17.6,0,0,4.3,4.3,NA
2024-06-13,160,Fabula,10,10,100,66,Busy,17.6,17.6,0,0,4.3,4.3,NA
2024-06-13,160,Fata Morgana,12,35,100,66,Busy,17.6,17.6,0,0,4.3,4.3,NA
2024-06-13,160,Gondoletta,20,25,100,66,Busy,17.6,17.6,0,0,4.3,4.3,NA
2024-06-13,160,Halve Maen,11,25,100,66,Busy,17.6,17.6,0,0,4.3,4.3,NA
2024-06-13,160,Joris en de Draak,27,45,100,66,Busy,17.6,17.6,0,0,4.3,4.3,NA
2024-06-13,160,Joris en de Draak Single-rider,17,30,99,66,Busy,17.6,17.6,0,0,4.3,4.3,NA
2024-06-13,160,Kinderspoor,13,15,100,66,Busy,17.6,17.6,0,0,4.3,4.3,NA
2024-06-13,160,Max & Moritz,14,30,81,66,Busy,17.6,17.6,0,0,4.3,4.3,NA
2024-06-13,160,Max & Moritz Single-rider,10,30,81,66,Busy,17.6,17.6,0,0,4.3,4.3,NA
2024-06-13,160,Monorail,18,25,100,66,Busy,17.6,17.6,0,0,4.3,4.3,NA
2024-06-13,160,Pagode,5,10,100,66,Busy,17.6,17.6,0,0,4.3,4.3,NA
2024-06-13,160,Piraña,NA,NA,0,66,Busy,17.6,17.6,0,0,4.3,4.3,NA
2024-06-13,160,Python,21,30,100,66,Busy,17.6,17.6,0,0,4.3,4.3,NA
2024-06-13,160,Python Single-rider,24,35,84,66,Busy,17.6,17.6,0,0,4.3,4.3,NA
2024-06-13,160,Sirocco,10,20,100,66,Busy,17.6,17.6,0,0,4.3,4.3,NA
2024-06-13,160,Stoomcarrousel,NA,NA,100,66,Busy,17.6,17.6,0,0,4.3,4.3,NA
2024-06-13,160,Stoomtrein Marerijk,20,20,100,66,Busy,17.6,17.6,0,0,4.3,4.3,NA
2024-06-13,160,Stoomtrein Ruigrijk,NA,NA,2,66,Busy,17.6,17.6,0,0,4.3,4.3,NA
2024-06-13,160,Symbolica,29,40,95,66,Busy,17.6,17.6,0,0,4.3,4.3,NA
2024-06-13,160,Symbolica Single-rider,6,15,99,66,Busy,17.6,17.6,0,0,4.3,4.3,NA
2024-06-13,160,Villa Volta,7,10,100,66,Busy,17.6,17.6,0,0,4.3,4.3,NA
2024-06-13,160,Vogel Rok,19,35,100,66,Busy,17.6,17.6,0,0,4.3,4.3,NA
2024-06-14,160,Baron 1898,30,45,90,78,Packed,16.7,16.1,0.01,0.14,4.6,4.8,NA
2024-06-14,160,Baron 1898 Single-rider,25,35,90,78,Packed,16.7,16.1,0.01,0.14,4.6,4.8,NA
2024-06-14,160,Carnaval Festival,23,35,95,78,Packed,16.7,16.1,0.01,0.14,4.6,4.8,NA
2024-06-14,160,De Oude Tufferbaan,NA,NA,0,78,Packed,16.7,16.1,0.01,0.14,4.6,4.8,NA
2024-06-14,160,De Vliegende Hollander,30,45,87,78,Packed,16.7,16.1,0.01,0.14,4.6,4.8,NA
2024-06-14,160,De Vliegende Hollander Single-rider,21,25,71,78,Packed,16.7,16.1,0.01,0.14,4.6,4.8,NA
2024-06-14,160,Droomvlucht,35,50,88,78,Packed,16.7,16.1,0.01,0.14,4.6,4.8,NA
2024-06-14,160,Fabula,10,10,95,78,Packed,16.7,16.1,0.01,0.14,4.6,4.8,NA
2024-06-14,160,Fata Morgana,21,40,91,78,Packed,16.7,16.1,0.01,0.14,4.6,4.8,NA
2024-06-14,160,Gondoletta,19,25,81,78,Packed,16.7,16.1,0.01,0.14,4.6,4.8,NA
2024-06-14,160,Halve Maen,12,20,95,78,Packed,16.7,16.1,0.01,0.14,4.6,4.8,NA
2024-06-14,160,Joris en de Draak,34,45,86,78,Packed,16.7,16.1,0.01,0.14,4.6,4.8,NA
2024-06-14,160,Joris en de Draak Single-rider,22,35,85,78,Packed,16.7,16.1,0.01,0.14,4.6,4.8,NA
2024-06-14,160,Kinderspoor,13,20,96,78,Packed,16.7,16.1,0.01,0.14,4.6,4.8,NA
2024-06-14,160,Max & Moritz,25,50,90,78,Packed,16.7,16.1,0.01,0.14,4.6,4.8,NA
2024-06-14,160,Max & Moritz Single-rider,17,30,89,78,Packed,16.7,16.1,0.01,0.14,4.6,4.8,NA
2024-06-14,160,Monorail,18,30,100,78,Packed,16.7,16.1,0.01,0.14,4.6,4.8,NA
2024-06-14,160,Pagode,8,15,97,78,Packed,16.7,16.1,0.01,0.14,4.6,4.8,NA
2024-06-14,160,Piraña,NA,NA,0,78,Packed,16.7,16.1,0.01,0.14,4.6,4.8,NA
2024-06-14,160,Python,22,30,92,78,Packed,16.7,16.1,0.01,0.14,4.6,4.8,NA
2024-06-14,160,Python Single-rider,19,30,86,78,Packed,16.7,16.1,0.01,0.14,4.6,4.8,NA
2024-06-14,160,Sirocco,12,25,97,78,Packed,16.7,16.1,0.01,0.14,4.6,4.8,NA
2024-06-14,160,Stoomcarrousel,10,10,100,78,Packed,16.7,16.1,0.01,0.14,4.6,4.8,NA
2024-06-14,160,Stoomtrein Marerijk,20,20,100,78,Packed,16.7,16.1,0.01,0.14,4.6,4.8,NA
2024-06-14,160,Stoomtrein Ruigrijk,NA,NA,5,78,Packed,16.7,16.1,0.01,0.14,4.6,4.8,NA
2024-06-14,160,Symbolica,35,50,89,78,Packed,16.7,16.1,0.01,0.14,4.6,4.8,NA
2024-06-14,160,Symbolica Single-rider,9,25,89,78,Packed,16.7,16.1,0.01,0.14,4.6,4.8,NA
2024-06-14,160,Villa Volta,10,15,100,78,Packed,16.7,16.1,0.01,0.14,4.6,4.8,NA
2024-06-14,160,Vogel Rok,27,40,95,78,Packed,16.7,16.1,0.01,0.14,4.6,4.8,NA
2024-06-15,160,Baron 1898,26,50,97,59,Busy,15.3,16.2,0.11,0.09,6.2,7.6,NA
2024-06-15,160,Baron 1898 Single-rider,21,40,100,59,Busy,15.3,16.2,0.11,0.09,6.2,7.6,NA
2024-06-15,160,Carnaval Festival,16,25,100,59,Busy,15.3,16.2,0.11,0.09,6.2,7.6,NA
2024-06-15,160,De Oude Tufferbaan,NA,NA,0,59,Busy,15.3,16.2,0.11,0.09,6.2,7.6,NA
2024-06-15,160,De Vliegende Hollander,27,40,100,59,Busy,15.3,16.2,0.11,0.09,6.2,7.6,NA
2024-06-15,160,De Vliegende Hollander Single-rider,15,25,87,59,Busy,15.3,16.2,0.11,0.09,6.2,7.6,NA
2024-06-15,160,Droomvlucht,32,50,100,59,Busy,15.3,16.2,0.11,0.09,6.2,7.6,NA
2024-06-15,160,Fabula,10,10,99,59,Busy,15.3,16.2,0.11,0.09,6.2,7.6,NA
2024-06-15,160,Fata Morgana,12,45,100,59,Busy,15.3,16.2,0.11,0.09,6.2,7.6,NA
2024-06-15,160,Gondoletta,19,30,99,59,Busy,15.3,16.2,0.11,0.09,6.2,7.6,NA
2024-06-15,160,Halve Maen,8,10,99,59,Busy,15.3,16.2,0.11,0.09,6.2,7.6,NA
2024-06-15,160,Joris en de Draak,29,50,87,59,Busy,15.3,16.2,0.11,0.09,6.2,7.6,NA
2024-06-15,160,Joris en de Draak Single-rider,18,40,86,59,Busy,15.3,16.2,0.11,0.09,6.2,7.6,NA
2024-06-15,160,Kinderspoor,16,20,99,59,Busy,15.3,16.2,0.11,0.09,6.2,7.6,NA
2024-06-15,160,Max & Moritz,12,40,100,59,Busy,15.3,16.2,0.11,0.09,6.2,7.6,NA
2024-06-15,160,Max & Moritz Single-rider,6,20,99,59,Busy,15.3,16.2,0.11,0.09,6.2,7.6,NA
2024-06-15,160,Monorail,16,35,99,59,Busy,15.3,16.2,0.11,0.09,6.2,7.6,NA
2024-06-15,160,Pagode,6,10,95,59,Busy,15.3,16.2,0.11,0.09,6.2,7.6,NA
2024-06-15,160,Piraña,NA,NA,0,59,Busy,15.3,16.2,0.11,0.09,6.2,7.6,NA
2024-06-15,160,Python,16,35,99,59,Busy,15.3,16.2,0.11,0.09,6.2,7.6,NA
2024-06-15,160,Python Single-rider,16,30,84,59,Busy,15.3,16.2,0.11,0.09,6.2,7.6,NA
2024-06-15,160,Sirocco,8,15,100,59,Busy,15.3,16.2,0.11,0.09,6.2,7.6,NA
2024-06-15,160,Stoomcarrousel,NA,NA,99,59,Busy,15.3,16.2,0.11,0.09,6.2,7.6,NA
2024-06-15,160,Stoomtrein Marerijk,20,20,99,59,Busy,15.3,16.2,0.11,0.09,6.2,7.6,NA
2024-06-15,160,Stoomtrein Ruigrijk,NA,NA,0,59,Busy,15.3,16.2,0.11,0.09,6.2,7.6,NA
2024-06-15,160,Symbolica,31,45,100,59,Busy,15.3,16.2,0.11,0.09,6.2,7.6,NA
2024-06-15,160,Symbolica Single-rider,6,10,100,59,Busy,15.3,16.2,0.11,0.09,6.2,7.6,NA
2024-06-15,160,Villa Volta,7,20,100,59,Busy,15.3,16.2,0.11,0.09,6.2,7.6,NA
2024-06-15,160,Vogel Rok,17,35,100,59,Busy,15.3,16.2,0.11,0.09,6.2,7.6,NA
2024-06-16,160,Baron 1898,9,30,100,21,Empty,17.3,16.6,0.06,0.22,4,5.5,NA
2024-06-16,160,Baron 1898 Single-rider,8,30,100,21,Empty,17.3,16.6,0.06,0.22,4,5.5,NA
2024-06-16,160,Carnaval Festival,12,25,100,21,Empty,17.3,16.6,0.06,0.22,4,5.5,NA
2024-06-16,160,De Oude Tufferbaan,NA,NA,0,21,Empty,17.3,16.6,0.06,0.22,4,5.5,NA
2024-06-16,160,De Vliegende Hollander,15,30,99,21,Empty,17.3,16.6,0.06,0.22,4,5.5,NA
2024-06-16,160,De Vliegende Hollander Single-rider,7,25,62,21,Empty,17.3,16.6,0.06,0.22,4,5.5,NA
2024-06-16,160,Droomvlucht,18,30,100,21,Empty,17.3,16.6,0.06,0.22,4,5.5,NA
2024-06-16,160,Fabula,10,10,99,21,Empty,17.3,16.6,0.06,0.22,4,5.5,NA
2024-06-16,160,Fata Morgana,6,15,100,21,Empty,17.3,16.6,0.06,0.22,4,5.5,NA
2024-06-16,160,Gondoletta,7,20,99,21,Empty,17.3,16.6,0.06,0.22,4,5.5,NA
2024-06-16,160,Halve Maen,5,10,93,21,Empty,17.3,16.6,0.06,0.22,4,5.5,NA
2024-06-16,160,Joris en de Draak,16,30,84,21,Empty,17.3,16.6,0.06,0.22,4,5.5,NA
2024-06-16,160,Joris en de Draak Single-rider,11,30,41,21,Empty,17.3,16.6,0.06,0.22,4,5.5,NA
2024-06-16,160,Kinderspoor,10,15,99,21,Empty,17.3,16.6,0.06,0.22,4,5.5,NA
2024-06-16,160,Max & Moritz,6,25,95,21,Empty,17.3,16.6,0.06,0.22,4,5.5,NA
2024-06-16,160,Max & Moritz Single-rider,5,10,80,21,Empty,17.3,16.6,0.06,0.22,4,5.5,NA
2024-06-16,160,Monorail,10,20,99,21,Empty,17.3,16.6,0.06,0.22,4,5.5,NA
2024-06-16,160,Pagode,5,15,99,21,Empty,17.3,16.6,0.06,0.22,4,5.5,NA
2024-06-16,160,Piraña,NA,NA,0,21,Empty,17.3,16.6,0.06,0.22,4,5.5,NA
2024-06-16,160,Python,7,20,99,21,Empty,17.3,16.6,0.06,0.22,4,5.5,NA
2024-06-16,160,Python Single-rider,7,15,44,21,Empty,17.3,16.6,0.06,0.22,4,5.5,NA
2024-06-16,160,Sirocco,5,10,100,21,Empty,17.3,16.6,0.06,0.22,4,5.5,NA
2024-06-16,160,Stoomcarrousel,NA,NA,99,21,Empty,17.3,16.6,0.06,0.22,4,5.5,NA
2024-06-16,160,Stoomtrein Marerijk,20,20,99,21,Empty,17.3,16.6,0.06,0.22,4,5.5,NA
2024-06-16,160,Stoomtrein Ruigrijk,NA,NA,0,21,Empty,17.3,16.6,0.06,0.22,4,5.5,NA
2024-06-16,160,Symbolica,20,35,99,21,Empty,17.3,16.6,0.06,0.22,4,5.5,NA
2024-06-16,160,Symbolica Single-rider,6,10,99,21,Empty,17.3,16.6,0.06,0.22,4,5.5,NA
2024-06-16,160,Villa Volta,6,15,100,21,Empty,17.3,16.6,0.06,0.22,4,5.5,NA
2024-06-16,160,Vogel Rok,7,20,100,21,Empty,17.3,16.6,0.06,0.22,4,5.5,NA
2024-06-17,160,Baron 1898,42,60,100,92,Packed,19.2,18.8,0,0,3.2,3.4,NA
2024-06-17,160,Baron 1898 Single-rider,33,45,100,92,Packed,19.2,18.8,0,0,3.2,3.4,NA
2024-06-17,160,Carnaval Festival,22,30,100,92,Packed,19.2,18.8,0,0,3.2,3.4,NA
2024-06-17,160,De Oude Tufferbaan,NA,NA,0,92,Packed,19.2,18.8,0,0,3.2,3.4,NA
2024-06-17,160,De Vliegende Hollander,36,45,70,92,Packed,19.2,18.8,0,0,3.2,3.4,NA
2024-06-17,160,De Vliegende Hollander Single-rider,25,40,58,92,Packed,19.2,18.8,0,0,3.2,3.4,NA
2024-06-17,160,Droomvlucht,39,55,100,92,Packed,19.2,18.8,0,0,3.2,3.4,NA
2024-06-17,160,Fabula,10,10,99,92,Packed,19.2,18.8,0,0,3.2,3.4,NA
2024-06-17,160,Fata Morgana,20,40,100,92,Packed,19.2,18.8,0,0,3.2,3.4,NA
2024-06-17,160,Gondoletta,25,35,99,92,Packed,19.2,18.8,0,0,3.2,3.4,NA
2024-06-17,160,Halve Maen,23,30,99,92,Packed,19.2,18.8,0,0,3.2,3.4,NA
2024-06-17,160,Joris en de Draak,40,60,100,92,Packed,19.2,18.8,0,0,3.2,3.4,NA
2024-06-17,160,Joris en de Draak Single-rider,30,40,47,92,Packed,19.2,18.8,0,0,3.2,3.4,NA
2024-06-17,160,Kinderspoor,21,30,99,92,Packed,19.2,18.8,0,0,3.2,3.4,NA
2024-06-17,160,Max & Moritz,23,35,100,92,Packed,19.2,18.8,0,0,3.2,3.4,NA
2024-06-17,160,Max & Moritz Single-rider,15,35,97,92,Packed,19.2,18.8,0,0,3.2,3.4,NA
2024-06-17,160,Monorail,31,40,99,92,Packed,19.2,18.8,0,0,3.2,3.4,NA
2024-06-17,160,Pagode,7,20,81,92,Packed,19.2,18.8,0,0,3.2,3.4,NA
2024-06-17,160,Piraña,NA,NA,0,92,Packed,19.2,18.8,0,0,3.2,3.4,NA
2024-06-17,160,Python,34,45,91,92,Packed,19.2,18.8,0,0,3.2,3.4,NA
2024-06-17,160,Python Single-rider,41,55,81,92,Packed,19.2,18.8,0,0,3.2,3.4,NA
2024-06-17,160,Sirocco,13,25,100,92,Packed,19.2,18.8,0,0,3.2,3.4,NA
2024-06-17,160,Stoomcarrousel,5,15,99,92,Packed,19.2,18.8,0,0,3.2,3.4,NA
2024-06-17,160,Stoomtrein Marerijk,NA,NA,0,92,Packed,19.2,18.8,0,0,3.2,3.4,NA
2024-06-17,160,Stoomtrein Ruigrijk,NA,NA,0,92,Packed,19.2,18.8,0,0,3.2,3.4,NA
2024-06-17,160,Symbolica,39,55,89,92,Packed,19.2,18.8,0,0,3.2,3.4,NA
2024-06-17,160,Symbolica Single-rider,13,30,92,92,Packed,19.2,18.8,0,0,3.2,3.4,NA
2024-06-17,160,Villa Volta,16,25,100,92,Packed,19.2,18.8,0,0,3.2,3.4,NA
2024-06-17,160,Vogel Rok,27,45,100,92,Packed,19.2,18.8,0,0,3.2,3.4,NA
2024-06-18,160,Baron 1898,29,45,100,45,Quiet,18.3,16.7,1.56,1.03,2.3,3,NA
2024-06-18,160,Baron 1898 Single-rider,23,50,100,45,Quiet,18.3,16.7,1.56,1.03,2.3,3,NA
2024-06-18,160,Carnaval Festival,13,25,97,45,Quiet,18.3,16.7,1.56,1.03,2.3,3,NA
2024-06-18,160,De Oude Tufferbaan,NA,NA,0,45,Quiet,18.3,16.7,1.56,1.03,2.3,3,NA
2024-06-18,160,De Vliegende Hollander,22,35,100,45,Quiet,18.3,16.7,1.56,1.03,2.3,3,NA
2024-06-18,160,De Vliegende Hollander Single-rider,14,25,73,45,Quiet,18.3,16.7,1.56,1.03,2.3,3,NA
2024-06-18,160,Droomvlucht,25,35,100,45,Quiet,18.3,16.7,1.56,1.03,2.3,3,NA
2024-06-18,160,Fabula,10,10,99,45,Quiet,18.3,16.7,1.56,1.03,2.3,3,NA
2024-06-18,160,Fata Morgana,9,25,100,45,Quiet,18.3,16.7,1.56,1.03,2.3,3,NA
2024-06-18,160,Gondoletta,9,15,99,45,Quiet,18.3,16.7,1.56,1.03,2.3,3,NA
2024-06-18,160,Halve Maen,11,30,99,45,Quiet,18.3,16.7,1.56,1.03,2.3,3,NA
2024-06-18,160,Joris en de Draak,23,45,97,45,Quiet,18.3,16.7,1.56,1.03,2.3,3,NA
2024-06-18,160,Joris en de Draak Single-rider,12,30,97,45,Quiet,18.3,16.7,1.56,1.03,2.3,3,NA
2024-06-18,160,Kinderspoor,6,10,99,45,Quiet,18.3,16.7,1.56,1.03,2.3,3,NA
2024-06-18,160,Max & Moritz,8,25,100,45,Quiet,18.3,16.7,1.56,1.03,2.3,3,NA
2024-06-18,160,Max & Moritz Single-rider,6,15,87,45,Quiet,18.3,16.7,1.56,1.03,2.3,3,NA
2024-06-18,160,Monorail,5,5,99,45,Quiet,18.3,16.7,1.56,1.03,2.3,3,NA
2024-06-18,160,Pagode,5,10,99,45,Quiet,18.3,16.7,1.56,1.03,2.3,3,NA
2024-06-18,160,Piraña,NA,NA,0,45,Quiet,18.3,16.7,1.56,1.03,2.3,3,NA
2024-06-18,160,Python,16,35,100,45,Quiet,18.3,16.7,1.56,1.03,2.3,3,NA
2024-06-18,160,Python Single-rider,18,30,71,45,Quiet,18.3,16.7,1.56,1.03,2.3,3,NA
2024-06-18,160,Sirocco,8,15,100,45,Quiet,18.3,16.7,1.56,1.03,2.3,3,NA
2024-06-18,160,Stoomcarrousel,10,10,99,45,Quiet,18.3,16.7,1.56,1.03,2.3,3,NA
2024-06-18,160,Stoomtrein Marerijk,NA,NA,0,45,Quiet,18.3,16.7,1.56,1.03,2.3,3,NA
2024-06-18,160,Stoomtrein Ruigrijk,NA,NA,0,45,Quiet,18.3,16.7,1.56,1.03,2.3,3,NA
2024-06-18,160,Symbolica,24,40,99,45,Quiet,18.3,16.7,1.56,1.03,2.3,3,NA
2024-06-18,160,Symbolica Single-rider,6,15,99,45,Quiet,18.3,16.7,1.56,1.03,2.3,3,NA
2024-06-18,160,Villa Volta,10,15,100,45,Quiet,18.3,16.7,1.56,1.03,2.3,3,NA
2024-06-18,160,Vogel Rok,21,40,100,45,Quiet,18.3,16.7,1.56,1.03,2.3,3,NA
2024-06-19,160,Baron 1898,27,40,100,70,Busy,18.6,19,0,0,3.2,4.1,NA
2024-06-19,160,Baron 1898 Single-rider,21,35,100,70,Busy,18.6,19,0,0,3.2,4.1,NA
2024-06-19,160,Carnaval Festival,19,30,100,70,Busy,18.6,19,0,0,3.2,4.1,NA
2024-06-19,160,De Oude Tufferbaan,NA,NA,0,70,Busy,18.6,19,0,0,3.2,4.1,NA
2024-06-19,160,De Vliegende Hollander,29,40,100,70,Busy,18.6,19,0,0,3.2,4.1,NA
2024-06-19,160,De Vliegende Hollander Single-rider,19,30,83,70,Busy,18.6,19,0,0,3.2,4.1,NA
2024-06-19,160,Droomvlucht,32,40,97,70,Busy,18.6,19,0,0,3.2,4.1,NA
2024-06-19,160,Fabula,10,10,99,70,Busy,18.6,19,0,0,3.2,4.1,NA
2024-06-19,160,Fata Morgana,11,25,100,70,Busy,18.6,19,0,0,3.2,4.1,NA
2024-06-19,160,Gondoletta,26,40,99,70,Busy,18.6,19,0,0,3.2,4.1,NA
2024-06-19,160,Halve Maen,18,25,99,70,Busy,18.6,19,0,0,3.2,4.1,NA
2024-06-19,160,Joris en de Draak,27,40,99,70,Busy,18.6,19,0,0,3.2,4.1,NA
2024-06-19,160,Joris en de Draak Single-rider,16,40,99,70,Busy,18.6,19,0,0,3.2,4.1,NA
2024-06-19,160,Kinderspoor,15,25,100,70,Busy,18.6,19,0,0,3.2,4.1,NA
2024-06-19,160,Max & Moritz,15,40,100,70,Busy,18.6,19,0,0,3.2,4.1,NA
2024-06-19,160,Max & Moritz Single-rider,9,25,92,70,Busy,18.6,19,0,0,3.2,4.1,NA
2024-06-19,160,Monorail,24,40,99,70,Busy,18.6,19,0,0,3.2,4.1,NA
2024-06-19,160,Pagode,5,10,99,70,Busy,18.6,19,0,0,3.2,4.1,NA
2024-06-19,160,Piraña,NA,NA,0,70,Busy,18.6,19,0,0,3.2,4.1,NA
2024-06-19,160,Python,18,35,100,70,Busy,18.6,19,0,0,3.2,4.1,NA
2024-06-19,160,Python Single-rider,19,40,91,70,Busy,18.6,19,0,0,3.2,4.1,NA
2024-06-19,160,Sirocco,10,20,100,70,Busy,18.6,19,0,0,3.2,4.1,NA
2024-06-19,160,Stoomcarrousel,NA,NA,99,70,Busy,18.6,19,0,0,3.2,4.1,NA
2024-06-19,160,Stoomtrein Marerijk,NA,NA,0,70,Busy,18.6,19,0,0,3.2,4.1,NA
2024-06-19,160,Stoomtrein Ruigrijk,NA,NA,0,70,Busy,18.6,19,0,0,3.2,4.1,NA
2024-06-19,160,Symbolica,27,35,99,70,Busy,18.6,19,0,0,3.2,4.1,NA
2024-06-19,160,Symbolica Single-rider,7,20,99,70,Busy,18.6,19,0,0,3.2,4.1,NA
2024-06-19,160,Villa Volta,9,15,100,70,Busy,18.6,19,0,0,3.2,4.1,NA
2024-06-19,160,Vogel Rok,19,30,100,70,Busy,18.6,19,0,0,3.2,4.1,NA
2024-06-20,160,Baron 1898,45,65,100,88,Packed,18.7,19.5,0.11,0.13,3.5,3.9,NA
2024-06-20,160,Baron 1898 Single-rider,31,50,86,88,Packed,18.7,19.5,0.11,0.13,3.5,3.9,NA
2024-06-20,160,Carnaval Festival,21,35,100,88,Packed,18.7,19.5,0.11,0.13,3.5,3.9,NA
2024-06-20,160,De Oude Tufferbaan,NA,NA,0,88,Packed,18.7,19.5,0.11,0.13,3.5,3.9,NA
2024-06-20,160,De Vliegende Hollander,37,50,100,88,Packed,18.7,19.5,0.11,0.13,3.5,3.9,NA
2024-06-20,160,De Vliegende Hollander Single-rider,26,50,92,88,Packed,18.7,19.5,0.11,0.13,3.5,3.9,NA
2024-06-20,160,Droomvlucht,34,50,84,88,Packed,18.7,19.5,0.11,0.13,3.5,3.9,NA
2024-06-20,160,Fabula,10,10,100,88,Packed,18.7,19.5,0.11,0.13,3.5,3.9,NA
2024-06-20,160,Fata Morgana,21,45,100,88,Packed,18.7,19.5,0.11,0.13,3.5,3.9,NA
2024-06-20,160,Gondoletta,25,40,100,88,Packed,18.7,19.5,0.11,0.13,3.5,3.9,NA
2024-06-20,160,Halve Maen,17,20,100,88,Packed,18.7,19.5,0.11,0.13,3.5,3.9,NA
2024-06-20,160,Joris en de Draak,39,50,94,88,Packed,18.7,19.5,0.11,0.13,3.5,3.9,NA
2024-06-20,160,Joris en de Draak Single-rider,28,45,94,88,Packed,18.7,19.5,0.11,0.13,3.5,3.9,NA
2024-06-20,160,Kinderspoor,15,20,100,88,Packed,18.7,19.5,0.11,0.13,3.5,3.9,NA
2024-06-20,160,Max & Moritz,24,45,100,88,Packed,18.7,19.5,0.11,0.13,3.5,3.9,NA
2024-06-20,160,Max & Moritz Single-rider,12,30,95,88,Packed,18.7,19.5,0.11,0.13,3.5,3.9,NA
2024-06-20,160,Monorail,14,25,100,88,Packed,18.7,19.5,0.11,0.13,3.5,3.9,NA
2024-06-20,160,Pagode,7,15,100,88,Packed,18.7,19.5,0.11,0.13,3.5,3.9,NA
2024-06-20,160,Piraña,NA,NA,0,88,Packed,18.7,19.5,0.11,0.13,3.5,3.9,NA
2024-06-20,160,Python,32,45,93,88,Packed,18.7,19.5,0.11,0.13,3.5,3.9,NA
2024-06-20,160,Python Single-rider,36,50,43,88,Packed,18.7,19.5,0.11,0.13,3.5,3.9,NA
2024-06-20,160,Sirocco,12,25,100,88,Packed,18.7,19.5,0.11,0.13,3.5,3.9,NA
2024-06-20,160,Stoomcarrousel,NA,NA,100,88,Packed,18.7,19.5,0.11,0.13,3.5,3.9,NA
2024-06-20,160,Stoomtrein Marerijk,NA,NA,0,88,Packed,18.7,19.5,0.11,0.13,3.5,3.9,NA
2024-06-20,160,Stoomtrein Ruigrijk,NA,NA,0,88,Packed,18.7,19.5,0.11,0.13,3.5,3.9,NA
2024-06-20,160,Symbolica,35,45,96,88,Packed,18.7,19.5,0.11,0.13,3.5,3.9,NA
2024-06-20,160,Symbolica Single-rider,12,25,96,88,Packed,18.7,19.5,0.11,0.13,3.5,3.9,NA
2024-06-20,160,Villa Volta,14,25,100,88,Packed,18.7,19.5,0.11,0.13,3.5,3.9,NA
2024-06-20,160,Vogel Rok,31,45,93,88,Packed,18.7,19.5,0.11,0.13,3.5,3.9,NA
2024-06-21,160,Baron 1898,35,50,100,76,Packed,16.7,16.9,0.11,0.02,3.5,2.9,NA
2024-06-21,160,Baron 1898 Single-rider,27,50,100,76,Packed,16.7,16.9,0.11,0.02,3.5,2.9,NA
2024-06-21,160,Carnaval Festival,21,35,100,76,Packed,16.7,16.9,0.11,0.02,3.5,2.9,NA
2024-06-21,160,De Oude Tufferbaan,NA,NA,0,76,Packed,16.7,16.9,0.11,0.02,3.5,2.9,NA
2024-06-21,160,De Vliegende Hollander,30,40,100,76,Packed,16.7,16.9,0.11,0.02,3.5,2.9,NA
2024-06-21,160,De Vliegende Hollander Single-rider,23,30,38,76,Packed,16.7,16.9,0.11,0.02,3.5,2.9,NA
2024-06-21,160,Droomvlucht,33,60,100,76,Packed,16.7,16.9,0.11,0.02,3.5,2.9,NA
2024-06-21,160,Fabula,10,10,99,76,Packed,16.7,16.9,0.11,0.02,3.5,2.9,NA
2024-06-21,160,Fata Morgana,16,40,100,76,Packed,16.7,16.9,0.11,0.02,3.5,2.9,NA
2024-06-21,160,Gondoletta,12,35,99,76,Packed,16.7,16.9,0.11,0.02,3.5,2.9,NA
2024-06-21,160,Halve Maen,13,30,99,76,Packed,16.7,16.9,0.11,0.02,3.5,2.9,NA
2024-06-21,160,Joris en de Draak,29,50,100,76,Packed,16.7,16.9,0.11,0.02,3.5,2.9,NA
2024-06-21,160,Joris en de Draak Single-rider,19,35,96,76,Packed,16.7,16.9,0.11,0.02,3.5,2.9,NA
2024-06-21,160,Kinderspoor,14,70,100,76,Packed,16.7,16.9,0.11,0.02,3.5,2.9,NA
2024-06-21,160,Max & Moritz,17,45,100,76,Packed,16.7,16.9,0.11,0.02,3.5,2.9,NA
2024-06-21,160,Max & Moritz Single-rider,12,30,92,76,Packed,16.7,16.9,0.11,0.02,3.5,2.9,NA
