date,park_id,ride,avg_queue_min,max_queue_min,uptime_pct,crowd_percent,crowd_label,temperature_forecast,temperature_actual,rain_forecast,rain_actual,wind_forecast,wind_actual,events
2023-06-27,160,Max & Moritz,20,40,78,82,Packed,20.8,21.4,0,0,3.7,4.6,NA
2023-06-27,160,Max & Moritz Single-rider,21,35,6,82,Packed,20.8,21.4,0,0,3.7,4.6,NA
2023-06-27,160,Monorail,12,30,100,82,Packed,20.8,21.4,0,0,3.7,4.6,NA
2023-06-27,160,Pagode,6,10,100,82,Packed,20.8,21.4,0,0,3.7,4.6,NA
2023-06-27,160,Piraña,27,40,100,82,Packed,20.8,21.4,0,0,3.7,4.6,NA
2023-06-27,160,Python,33,55,97,82,Packed,20.8,21.4,0,0,3.7,4.6,NA
2023-06-27,160,Python Single-rider,39,55,82,82,Packed,20.8,21.4,0,0,3.7,4.6,NA
2023-06-27,160,Sirocco,11,20,100,82,Packed,20.8,21.4,0,0,3.7,4.6,NA
2023-06-27,160,Stoomcarrousel,NA,NA,0,82,Packed,20.8,21.4,0,0,3.7,4.6,NA
2023-06-27,160,Stoomtrein Marerijk,25,25,100,82,Packed,20.8,21.4,0,0,3.7,4.6,NA
2023-06-27,160,Stoomtrein Ruigrijk,25,25,100,82,Packed,20.8,21.4,0,0,3.7,4.6,NA
2023-06-27,160,Symbolica,30,40,92,82,Packed,20.8,21.4,0,0,3.7,4.6,NA
2023-06-27,160,Symbolica Single-rider,8,20,92,82,Packed,20.8,21.4,0,0,3.7,4.6,NA
2023-06-27,160,Villa Volta,12,25,100,82,Packed,20.8,21.4,0,0,3.7,4.6,NA
2023-06-27,160,Vogel Rok,29,45,100,82,Packed,20.8,21.4,0,0,3.7,4.6,NA
2023-06-28,160,Baron 1898,39,55,100,72,Busy,20.3,21.1,0,0,2.7,2.9,NA
2023-06-28,160,Baron 1898 Single-rider,31,50,99,72,Busy,20.3,21.1,0,0,2.7,2.9,NA
2023-06-28,160,Carnaval Festival,10,15,100,72,Busy,20.3,21.1,0,0,2.7,2.9,NA
2023-06-28,160,De Oude Tufferbaan,16,25,99,72,Busy,20.3,21.1,0,0,2.7,2.9,NA
2023-06-28,160,De Vliegende Hollander,34,45,99,72,Busy,20.3,21.1,0,0,2.7,2.9,NA
2023-06-28,160,De Vliegende Hollander Single-rider,23,30,78,72,Busy,20.3,21.1,0,0,2.7,2.9,NA
2023-06-28,160,Droomvlucht,24,35,100,72,Busy,20.3,21.1,0,0,2.7,2.9,NA
2023-06-28,160,Fabula,10,10,99,72,Busy,20.3,21.1,0,0,2.7,2.9,NA
2023-06-28,160,Fata Morgana,11,40,100,72,Busy,20.3,21.1,0,0,2.7,2.9,NA
2023-06-28,160,Gondoletta,16,25,99,72,Busy,20.3,21.1,0,0,2.7,2.9,NA
2023-06-28,160,Halve Maen,NA,NA,0,72,Busy,20.3,21.1,0,0,2.7,2.9,NA
2023-06-28,160,Joris en de Draak,38,50,86,72,Busy,20.3,21.1,0,0,2.7,2.9,NA
2023-06-28,160,Joris en de Draak Single-rider,26,40,87,72,Busy,20.3,21.1,0,0,2.7,2.9,NA
2023-06-28,160,Kinderspoor,NA,NA,99,72,Busy,20.3,21.1,0,0,2.7,2.9,NA
2023-06-28,160,Max & Moritz,13,30,98,72,Busy,20.3,21.1,0,0,2.7,2.9,NA
2023-06-28,160,Max & Moritz Single-rider,11,25,55,72,Busy,20.3,21.1,0,0,2.7,2.9,NA
2023-06-28,160,Monorail,17,25,99,72,Busy,20.3,21.1,0,0,2.7,2.9,NA
2023-06-28,160,Pagode,5,10,99,72,Busy,20.3,21.1,0,0,2.7,2.9,NA
2023-06-28,160,Piraña,21,30,95,72,Busy,20.3,21.1,0,0,2.7,2.9,NA
2023-06-28,160,Python,27,40,99,72,Busy,20.3,21.1,0,0,2.7,2.9,NA
2023-06-28,160,Python Single-rider,26,35,87,72,Busy,20.3,21.1,0,0,2.7,2.9,NA
2023-06-28,160,Sirocco,10,20,100,72,Busy,20.3,21.1,0,0,2.7,2.9,NA
2023-06-28,160,Stoomcarrousel,NA,NA,0,72,Busy,20.3,21.1,0,0,2.7,2.9,NA
2023-06-28,160,Stoomtrein Marerijk,25,25,98,72,Busy,20.3,21.1,0,0,2.7,2.9,NA
2023-06-28,160,Stoomtrein Ruigrijk,25,25,98,72,Busy,20.3,21.1,0,0,2.7,2.9,NA
2023-06-28,160,Symbolica,25,30,99,72,Busy,20.3,21.1,0,0,2.7,2.9,NA
2023-06-28,160,Symbolica Single-rider,5,10,99,72,Busy,20.3,21.1,0,0,2.7,2.9,NA
2023-06-28,160,Villa Volta,8,15,100,72,Busy,20.3,21.1,0,0,2.7,2.9,NA
2023-06-28,160,Vogel Rok,29,60,100,72,Busy,20.3,21.1,0,0,2.7,2.9,NA
2023-06-29,160,Baron 1898,50,90,100,76,Packed,22.7,21.5,0.01,0,3.5,3.8,NA
2023-06-29,160,Baron 1898 Single-rider,39,60,100,76,Packed,22.7,21.5,0.01,0,3.5,3.8,NA
2023-06-29,160,Carnaval Festival,11,20,100,76,Packed,22.7,21.5,0.01,0,3.5,3.8,NA
2023-06-29,160,De Oude Tufferbaan,15,20,97,76,Packed,22.7,21.5,0.01,0,3.5,3.8,NA
2023-06-29,160,De Vliegende Hollander,37,45,100,76,Packed,22.7,21.5,0.01,0,3.5,3.8,NA
2023-06-29,160,De Vliegende Hollander Single-rider,25,40,18,76,Packed,22.7,21.5,0.01,0,3.5,3.8,NA
2023-06-29,160,Droomvlucht,27,45,100,76,Packed,22.7,21.5,0.01,0,3.5,3.8,NA
2023-06-29,160,Fabula,10,10,99,76,Packed,22.7,21.5,0.01,0,3.5,3.8,NA
2023-06-29,160,Fata Morgana,10,35,100,76,Packed,22.7,21.5,0.01,0,3.5,3.8,NA
2023-06-29,160,Gondoletta,13,30,99,76,Packed,22.7,21.5,0.01,0,3.5,3.8,NA
2023-06-29,160,Halve Maen,NA,NA,0,76,Packed,22.7,21.5,0.01,0,3.5,3.8,NA
2023-06-29,160,Joris en de Draak,36,55,98,76,Packed,22.7,21.5,0.01,0,3.5,3.8,NA
2023-06-29,160,Joris en de Draak Single-rider,26,45,100,76,Packed,22.7,21.5,0.01,0,3.5,3.8,NA
2023-06-29,160,Kinderspoor,NA,NA,99,76,Packed,22.7,21.5,0.01,0,3.5,3.8,NA
2023-06-29,160,Max & Moritz,12,30,100,76,Packed,22.7,21.5,0.01,0,3.5,3.8,NA
2023-06-29,160,Max & Moritz Single-rider,NA,NA,0,76,Packed,22.7,21.5,0.01,0,3.5,3.8,NA
2023-06-29,160,Monorail,14,20,99,76,Packed,22.7,21.5,0.01,0,3.5,3.8,NA
2023-06-29,160,Pagode,5,5,99,76,Packed,22.7,21.5,0.01,0,3.5,3.8,NA
2023-06-29,160,Piraña,24,40,99,76,Packed,22.7,21.5,0.01,0,3.5,3.8,NA
2023-06-29,160,Python,30,45,97,76,Packed,22.7,21.5,0.01,0,3.5,3.8,NA
2023-06-29,160,Python Single-rider,43,70,15,76,Packed,22.7,21.5,0.01,0,3.5,3.8,NA
2023-06-29,160,Sirocco,8,15,100,76,Packed,22.7,21.5,0.01,0,3.5,3.8,NA
2023-06-29,160,Stoomcarrousel,NA,NA,0,76,Packed,22.7,21.5,0.01,0,3.5,3.8,NA
2023-06-29,160,Stoomtrein Marerijk,25,25,68,76,Packed,22.7,21.5,0.01,0,3.5,3.8,NA
2023-06-29,160,Stoomtrein Ruigrijk,27,50,68,76,Packed,22.7,21.5,0.01,0,3.5,3.8,NA
2023-06-29,160,Symbolica,24,35,98,76,Packed,22.7,21.5,0.01,0,3.5,3.8,NA
2023-06-29,160,Symbolica Single-rider,7,15,98,76,Packed,22.7,21.5,0.01,0,3.5,3.8,NA
2023-06-29,160,Villa Volta,11,25,100,76,Packed,22.7,21.5,0.01,0,3.5,3.8,NA
2023-06-29,160,Vogel Rok,29,45,100,76,Packed,22.7,21.5,0.01,0,3.5,3.8,NA
2023-06-30,160,Baron 1898,31,60,99,45,Quiet,20,20.7,0.01,0,3.4,3.3,NA
2023-06-30,160,Baron 1898 Single-rider,24,50,98,45,Quiet,20,20.7,0.01,0,3.4,3.3,NA
2023-06-30,160,Carnaval Festival,8,15,100,45,Quiet,20,20.7,0.01,0,3.4,3.3,NA
2023-06-30,160,De Oude Tufferbaan,12,30,99,45,Quiet,20,20.7,0.01,0,3.4,3.3,NA
2023-06-30,160,De Vliegende Hollander,30,45,100,45,Quiet,20,20.7,0.01,0,3.4,3.3,NA
2023-06-30,160,De Vliegende Hollander Single-rider,NA,NA,0,45,Quiet,20,20.7,0.01,0,3.4,3.3,NA
2023-06-30,160,Droomvlucht,15,30,100,45,Quiet,20,20.7,0.01,0,3.4,3.3,NA
2023-06-30,160,Fabula,10,10,100,45,Quiet,20,20.7,0.01,0,3.4,3.3,NA
2023-06-30,160,Fata Morgana,7,30,100,45,Quiet,20,20.7,0.01,0,3.4,3.3,NA
2023-06-30,160,Gondoletta,17,25,96,45,Quiet,20,20.7,0.01,0,3.4,3.3,NA
2023-06-30,160,Halve Maen,NA,NA,1,45,Quiet,20,20.7,0.01,0,3.4,3.3,NA
2023-06-30,160,Joris en de Draak,24,50,79,45,Quiet,20,20.7,0.01,0,3.4,3.3,NA
2023-06-30,160,Joris en de Draak Single-rider,15,35,75,45,Quiet,20,20.7,0.01,0,3.4,3.3,NA
2023-06-30,160,Kinderspoor,6,10,99,45,Quiet,20,20.7,0.01,0,3.4,3.3,NA
2023-06-30,160,Max & Moritz,10,40,100,45,Quiet,20,20.7,0.01,0,3.4,3.3,NA
2023-06-30,160,Max & Moritz Single-rider,10,30,18,45,Quiet,20,20.7,0.01,0,3.4,3.3,NA
2023-06-30,160,Monorail,8,25,99,45,Quiet,20,20.7,0.01,0,3.4,3.3,NA
2023-06-30,160,Pagode,5,5,98,45,Quiet,20,20.7,0.01,0,3.4,3.3,NA
2023-06-30,160,Piraña,16,35,99,45,Quiet,20,20.7,0.01,0,3.4,3.3,NA
2023-06-30,160,Python,19,40,99,45,Quiet,20,20.7,0.01,0,3.4,3.3,NA
2023-06-30,160,Python Single-rider,10,15,4,45,Quiet,20,20.7,0.01,0,3.4,3.3,NA
2023-06-30,160,Sirocco,7,15,100,45,Quiet,20,20.7,0.01,0,3.4,3.3,NA
2023-06-30,160,Stoomcarrousel,NA,NA,0,45,Quiet,20,20.7,0.01,0,3.4,3.3,NA
2023-06-30,160,Stoomtrein Marerijk,25,25,99,45,Quiet,20,20.7,0.01,0,3.4,3.3,NA
2023-06-30,160,Stoomtrein Ruigrijk,25,25,99,45,Quiet,20,20.7,0.01,0,3.4,3.3,NA
2023-06-30,160,Symbolica,18,30,99,45,Quiet,20,20.7,0.01,0,3.4,3.3,NA
2023-06-30,160,Symbolica Single-rider,5,10,99,45,Quiet,20,20.7,0.01,0,3.4,3.3,NA
2023-06-30,160,Villa Volta,5,10,97,45,Quiet,20,20.7,0.01,0,3.4,3.3,NA
2023-06-30,160,Vogel Rok,15,35,100,45,Quiet,20,20.7,0.01,0,3.4,3.3,NA
2023-07-01,160,Baron 1898,29,45,98,60,Busy,18.7,18.5,0.02,0.05,3.6,4.6,NA
2023-07-01,160,Baron 1898 Single-rider,22,40,97,60,Busy,18.7,18.5,0.02,0.05,3.6,4.6,NA
2023-07-01,160,Carnaval Festival,13,25,97,60,Busy,18.7,18.5,0.02,0.05,3.6,4.6,NA
2023-07-01,160,De Oude Tufferbaan,13,25,55,60,Busy,18.7,18.5,0.02,0.05,3.6,4.6,NA
2023-07-01,160,De Vliegende Hollander,25,35,100,60,Busy,18.7,18.5,0.02,0.05,3.6,4.6,NA
2023-07-01,160,De Vliegende Hollander Single-rider,15,25,71,60,Busy,18.7,18.5,0.02,0.05,3.6,4.6,NA
2023-07-01,160,Droomvlucht,22,45,100,60,Busy,18.7,18.5,0.02,0.05,3.6,4.6,NA
2023-07-01,160,Fabula,10,10,100,60,Busy,18.7,18.5,0.02,0.05,3.6,4.6,NA
2023-07-01,160,Fata Morgana,13,40,100,60,Busy,18.7,18.5,0.02,0.05,3.6,4.6,NA
2023-07-01,160,Gondoletta,16,30,83,60,Busy,18.7,18.5,0.02,0.05,3.6,4.6,NA
2023-07-01,160,Halve Maen,NA,NA,0,60,Busy,18.7,18.5,0.02,0.05,3.6,4.6,NA
2023-07-01,160,Joris en de Draak,36,55,99,60,Busy,18.7,18.5,0.02,0.05,3.6,4.6,NA
2023-07-01,160,Joris en de Draak Single-rider,22,50,98,60,Busy,18.7,18.5,0.02,0.05,3.6,4.6,NA
2023-07-01,160,Kinderspoor,5,5,100,60,Busy,18.7,18.5,0.02,0.05,3.6,4.6,NA
2023-07-01,160,Max & Moritz,11,30,100,60,Busy,18.7,18.5,0.02,0.05,3.6,4.6,NA
2023-07-01,160,Max & Moritz Single-rider,9,25,56,60,Busy,18.7,18.5,0.02,0.05,3.6,4.6,NA
2023-07-01,160,Monorail,16,25,100,60,Busy,18.7,18.5,0.02,0.05,3.6,4.6,NA
2023-07-01,160,Pagode,6,20,88,60,Busy,18.7,18.5,0.02,0.05,3.6,4.6,NA
2023-07-01,160,Piraña,8,20,100,60,Busy,18.7,18.5,0.02,0.05,3.6,4.6,NA
2023-07-01,160,Python,14,30,95,60,Busy,18.7,18.5,0.02,0.05,3.6,4.6,NA
2023-07-01,160,Python Single-rider,14,30,67,60,Busy,18.7,18.5,0.02,0.05,3.6,4.6,NA
2023-07-01,160,Sirocco,9,15,100,60,Busy,18.7,18.5,0.02,0.05,3.6,4.6,NA
2023-07-01,160,Stoomcarrousel,NA,NA,0,60,Busy,18.7,18.5,0.02,0.05,3.6,4.6,NA
2023-07-01,160,Stoomtrein Marerijk,30,50,98,60,Busy,18.7,18.5,0.02,0.05,3.6,4.6,NA
2023-07-01,160,Stoomtrein Ruigrijk,32,50,98,60,Busy,18.7,18.5,0.02,0.05,3.6,4.6,NA
2023-07-01,160,Symbolica,27,40,99,60,Busy,18.7,18.5,0.02,0.05,3.6,4.6,NA
2023-07-01,160,Symbolica Single-rider,6,15,99,60,Busy,18.7,18.5,0.02,0.05,3.6,4.6,NA
2023-07-01,160,Villa Volta,8,20,100,60,Busy,18.7,18.5,0.02,0.05,3.6,4.6,NA
2023-07-01,160,Vogel Rok,17,40,100,60,Busy,18.7,18.5,0.02,0.05,3.6,4.6,NA
2023-07-02,160,Baron 1898,25,50,100,68,Busy,19.8,19.3,0,0,4.9,5.5,NA
2023-07-02,160,Baron 1898 Single-rider,20,30,100,68,Busy,19.8,19.3,0,0,4.9,5.5,NA
2023-07-02,160,Carnaval Festival,14,30,100,68,Busy,19.8,19.3,0,0,4.9,5.5,NA
2023-07-02,160,De Oude Tufferbaan,20,30,100,68,Busy,19.8,19.3,0,0,4.9,5.5,NA
2023-07-02,160,De Vliegende Hollander,32,45,100,68,Busy,19.8,19.3,0,0,4.9,5.5,NA
2023-07-02,160,De Vliegende Hollander Single-rider,17,30,68,68,Busy,19.8,19.3,0,0,4.9,5.5,NA
2023-07-02,160,Droomvlucht,28,40,100,68,Busy,19.8,19.3,0,0,4.9,5.5,NA
2023-07-02,160,Fabula,10,10,100,68,Busy,19.8,19.3,0,0,4.9,5.5,NA
2023-07-02,160,Fata Morgana,14,45,100,68,Busy,19.8,19.3,0,0,4.9,5.5,NA
2023-07-02,160,Gondoletta,22,30,100,68,Busy,19.8,19.3,0,0,4.9,5.5,NA
2023-07-02,160,Halve Maen,NA,NA,0,68,Busy,19.8,19.3,0,0,4.9,5.5,NA
2023-07-02,160,Joris en de Draak,38,65,94,68,Busy,19.8,19.3,0,0,4.9,5.5,NA
2023-07-02,160,Joris en de Draak Single-rider,24,45,93,68,Busy,19.8,19.3,0,0,4.9,5.5,NA
2023-07-02,160,Kinderspoor,11,20,100,68,Busy,19.8,19.3,0,0,4.9,5.5,NA
2023-07-02,160,Max & Moritz,14,35,100,68,Busy,19.8,19.3,0,0,4.9,5.5,NA
2023-07-02,160,Max & Moritz Single-rider,8,10,64,68,Busy,19.8,19.3,0,0,4.9,5.5,NA
2023-07-02,160,Monorail,18,30,100,68,Busy,19.8,19.3,0,0,4.9,5.5,NA
2023-07-02,160,Pagode,5,5,26,68,Busy,19.8,19.3,0,0,4.9,5.5,NA
2023-07-02,160,Piraña,20,35,100,68,Busy,19.8,19.3,0,0,4.9,5.5,NA
2023-07-02,160,Python,16,30,99,68,Busy,19.8,19.3,0,0,4.9,5.5,NA
2023-07-02,160,Python Single-rider,16,30,68,68,Busy,19.8,19.3,0,0,4.9,5.5,NA
2023-07-02,160,Sirocco,11,20,100,68,Busy,19.8,19.3,0,0,4.9,5.5,NA
2023-07-02,160,Stoomcarrousel,NA,NA,0,68,Busy,19.8,19.3,0,0,4.9,5.5,NA
2023-07-02,160,Stoomtrein Marerijk,27,40,84,68,Busy,19.8,19.3,0,0,4.9,5.5,NA
2023-07-02,160,Stoomtrein Ruigrijk,27,40,80,68,Busy,19.8,19.3,0,0,4.9,5.5,NA
2023-07-02,160,Symbolica,29,80,99,68,Busy,19.8,19.3,0,0,4.9,5.5,NA
2023-07-02,160,Symbolica Single-rider,7,10,99,68,Busy,19.8,19.3,0,0,4.9,5.5,NA
2023-07-02,160,Villa Volta,9,20,100,68,Busy,19.8,19.3,0,0,4.9,5.5,NA
2023-07-02,160,Vogel Rok,19,35,100,68,Busy,19.8,19.3,0,0,4.9,5.5,NA
2023-07-03,160,Baron 1898,42,65,100,76,Packed,19.1,19,0,0.01,5.6,5.9,NA
2023-07-03,160,Baron 1898 Single-rider,22,35,31,76,Packed,19.1,19,0,0.01,5.6,5.9,NA
2023-07-03,160,Carnaval Festival,14,25,100,76,Packed,19.1,19,0,0.01,5.6,5.9,NA
2023-07-03,160,De Oude Tufferbaan,14,30,99,76,Packed,19.1,19,0,0.01,5.6,5.9,NA
2023-07-03,160,De Vliegende Hollander,34,50,100,76,Packed,19.1,19,0,0.01,5.6,5.9,NA
2023-07-03,160,De Vliegende Hollander Single-rider,15,35,10,76,Packed,19.1,19,0,0.01,5.6,5.9,NA
2023-07-03,160,Droomvlucht,26,45,100,76,Packed,19.1,19,0,0.01,5.6,5.9,NA
2023-07-03,160,Fabula,10,10,99,76,Packed,19.1,19,0,0.01,5.6,5.9,NA
2023-07-03,160,Fata Morgana,13,40,100,76,Packed,19.1,19,0,0.01,5.6,5.9,NA
2023-07-03,160,Gondoletta,17,25,99,76,Packed,19.1,19,0,0.01,5.6,5.9,NA
2023-07-03,160,Halve Maen,NA,NA,0,76,Packed,19.1,19,0,0.01,5.6,5.9,NA
2023-07-03,160,Joris en de Draak,47,70,82,76,Packed,19.1,19,0,0.01,5.6,5.9,NA
2023-07-03,160,Joris en de Draak Single-rider,30,55,81,76,Packed,19.1,19,0,0.01,5.6,5.9,NA
2023-07-03,160,Kinderspoor,NA,NA,99,76,Packed,19.1,19,0,0.01,5.6,5.9,NA
2023-07-03,160,Max & Moritz,15,40,100,76,Packed,19.1,19,0,0.01,5.6,5.9,NA
2023-07-03,160,Max & Moritz Single-rider,16,25,40,76,Packed,19.1,19,0,0.01,5.6,5.9,NA
2023-07-03,160,Monorail,13,30,99,76,Packed,19.1,19,0,0.01,5.6,5.9,NA
2023-07-03,160,Pagode,6,10,97,76,Packed,19.1,19,0,0.01,5.6,5.9,NA
2023-07-03,160,Piraña,19,30,99,76,Packed,19.1,19,0,0.01,5.6,5.9,NA
2023-07-03,160,Python,25,40,100,76,Packed,19.1,19,0,0.01,5.6,5.9,NA
2023-07-03,160,Python Single-rider,33,50,77,76,Packed,19.1,19,0,0.01,5.6,5.9,NA
2023-07-03,160,Sirocco,10,20,100,76,Packed,19.1,19,0,0.01,5.6,5.9,NA
2023-07-03,160,Stoomcarrousel,NA,NA,0,76,Packed,19.1,19,0,0.01,5.6,5.9,NA
2023-07-03,160,Stoomtrein Marerijk,32,40,98,76,Packed,19.1,19,0,0.01,5.6,5.9,NA
2023-07-03,160,Stoomtrein Ruigrijk,26,30,98,76,Packed,19.1,19,0,0.01,5.6,5.9,NA
2023-07-03,160,Symbolica,28,40,99,76,Packed,19.1,19,0,0.01,5.6,5.9,NA
2023-07-03,160,Symbolica Single-rider,7,15,99,76,Packed,19.1,19,0,0.01,5.6,5.9,NA
2023-07-03,160,Villa Volta,12,30,100,76,Packed,19.1,19,0,0.01,5.6,5.9,NA
2023-07-03,160,Vogel Rok,23,40,100,76,Packed,19.1,19,0,0.01,5.6,5.9,NA
2023-07-04,160,Baron 1898,36,60,100,52,Busy,18.3,19.2,0.13,0.02,3.5,3.8,NA
2023-07-04,160,Baron 1898 Single-rider,26,45,100,52,Busy,18.3,19.2,0.13,0.02,3.5,3.8,NA
2023-07-04,160,Carnaval Festival,6,10,97,52,Busy,18.3,19.2,0.13,0.02,3.5,3.8,NA
2023-07-04,160,De Oude Tufferbaan,9,20,99,52,Busy,18.3,19.2,0.13,0.02,3.5,3.8,NA
2023-07-04,160,De Vliegende Hollander,32,40,96,52,Busy,18.3,19.2,0.13,0.02,3.5,3.8,NA
2023-07-04,160,De Vliegende Hollander Single-rider,16,35,12,52,Busy,18.3,19.2,0.13,0.02,3.5,3.8,NA
2023-07-04,160,Droomvlucht,15,35,100,52,Busy,18.3,19.2,0.13,0.02,3.5,3.8,NA
2023-07-04,160,Fabula,10,10,99,52,Busy,18.3,19.2,0.13,0.02,3.5,3.8,NA
2023-07-04,160,Fata Morgana,9,35,100,52,Busy,18.3,19.2,0.13,0.02,3.5,3.8,NA
2023-07-04,160,Gondoletta,13,25,97,52,Busy,18.3,19.2,0.13,0.02,3.5,3.8,NA
2023-07-04,160,Halve Maen,NA,NA,0,52,Busy,18.3,19.2,0.13,0.02,3.5,3.8,NA
2023-07-04,160,Joris en de Draak,38,55,99,52,Busy,18.3,19.2,0.13,0.02,3.5,3.8,NA
2023-07-04,160,Joris en de Draak Single-rider,23,50,99,52,Busy,18.3,19.2,0.13,0.02,3.5,3.8,NA
2023-07-04,160,Kinderspoor,5,5,99,52,Busy,18.3,19.2,0.13,0.02,3.5,3.8,NA
2023-07-04,160,Max & Moritz,9,30,100,52,Busy,18.3,19.2,0.13,0.02,3.5,3.8,NA
2023-07-04,160,Max & Moritz Single-rider,9,10,13,52,Busy,18.3,19.2,0.13,0.02,3.5,3.8,NA
2023-07-04,160,Monorail,8,20,99,52,Busy,18.3,19.2,0.13,0.02,3.5,3.8,NA
2023-07-04,160,Pagode,5,5,99,52,Busy,18.3,19.2,0.13,0.02,3.5,3.8,NA
2023-07-04,160,Piraña,15,30,99,52,Busy,18.3,19.2,0.13,0.02,3.5,3.8,NA
2023-07-04,160,Python,22,35,87,52,Busy,18.3,19.2,0.13,0.02,3.5,3.8,NA
2023-07-04,160,Python Single-rider,23,45,74,52,Busy,18.3,19.2,0.13,0.02,3.5,3.8,NA
2023-07-04,160,Sirocco,7,10,100,52,Busy,18.3,19.2,0.13,0.02,3.5,3.8,NA
2023-07-04,160,Stoomcarrousel,NA,NA,0,52,Busy,18.3,19.2,0.13,0.02,3.5,3.8,NA
2023-07-04,160,Stoomtrein Marerijk,25,25,96,52,Busy,18.3,19.2,0.13,0.02,3.5,3.8,NA
2023-07-04,160,Stoomtrein Ruigrijk,25,25,95,52,Busy,18.3,19.2,0.13,0.02,3.5,3.8,NA
2023-07-04,160,Symbolica,19,30,99,52,Busy,18.3,19.2,0.13,0.02,3.5,3.8,NA
2023-07-04,160,Symbolica Single-rider,5,15,99,52,Busy,18.3,19.2,0.13,0.02,3.5,3.8,NA
2023-07-04,160,Villa Volta,9,20,100,52,Busy,18.3,19.2,0.13,0.02,3.5,3.8,NA
2023-07-04,160,Vogel Rok,20,40,100,52,Busy,18.3,19.2,0.13,0.02,3.5,3.8,NA
2023-07-05,160,Baron 1898,44,80,37,58,Busy,17.4,18.1,0.19,0.03,5.9,7,NA
2023-07-05,160,Baron 1898 Single-rider,31,60,37,58,Busy,17.4,18.1,0.19,0.03,5.9,7,NA
2023-07-05,160,Carnaval Festival,7,15,100,58,Busy,17.4,18.1,0.19,0.03,5.9,7,NA
2023-07-05,160,De Oude Tufferbaan,10,20,99,58,Busy,17.4,18.1,0.19,0.03,5.9,7,NA
2023-07-05,160,De Vliegende Hollander,36,55,81,58,Busy,17.4,18.1,0.19,0.03,5.9,7,NA
2023-07-05,160,De Vliegende Hollander Single-rider,NA,NA,0,58,Busy,17.4,18.1,0.19,0.03,5.9,7,NA
2023-07-05,160,Droomvlucht,17,40,100,58,Busy,17.4,18.1,0.19,0.03,5.9,7,NA
2023-07-05,160,Fabula,10,10,99,58,Busy,17.4,18.1,0.19,0.03,5.9,7,NA
2023-07-05,160,Fata Morgana,9,30,95,58,Busy,17.4,18.1,0.19,0.03,5.9,7,NA
2023-07-05,160,Gondoletta,11,20,99,58,Busy,17.4,18.1,0.19,0.03,5.9,7,NA
2023-07-05,160,Halve Maen,NA,NA,0,58,Busy,17.4,18.1,0.19,0.03,5.9,7,NA
2023-07-05,160,Joris en de Draak,44,70,90,58,Busy,17.4,18.1,0.19,0.03,5.9,7,NA
2023-07-05,160,Joris en de Draak Single-rider,27,50,87,58,Busy,17.4,18.1,0.19,0.03,5.9,7,NA
2023-07-05,160,Kinderspoor,5,5,99,58,Busy,17.4,18.1,0.19,0.03,5.9,7,NA
2023-07-05,160,Max & Moritz,9,25,100,58,Busy,17.4,18.1,0.19,0.03,5.9,7,NA
2023-07-05,160,Max & Moritz Single-rider,NA,NA,0,58,Busy,17.4,18.1,0.19,0.03,5.9,7,NA
2023-07-05,160,Monorail,10,25,99,58,Busy,17.4,18.1,0.19,0.03,5.9,7,NA
2023-07-05,160,Pagode,5,10,65,58,Busy,17.4,18.1,0.19,0.03,5.9,7,NA
2023-07-05,160,Piraña,10,20,100,58,Busy,17.4,18.1,0.19,0.03,5.9,7,NA
2023-07-05,160,Python,27,45,34,58,Busy,17.4,18.1,0.19,0.03,5.9,7,NA
2023-07-05,160,Python Single-rider,24,40,13,58,Busy,17.4,18.1,0.19,0.03,5.9,7,NA
2023-07-05,160,Sirocco,8,15,100,58,Busy,17.4,18.1,0.19,0.03,5.9,7,NA
2023-07-05,160,Stoomcarrousel,NA,NA,0,58,Busy,17.4,18.1,0.19,0.03,5.9,7,NA
2023-07-05,160,Stoomtrein Marerijk,25,25,89,58,Busy,17.4,18.1,0.19,0.03,5.9,7,NA
2023-07-05,160,Stoomtrein Ruigrijk,25,25,81,58,Busy,17.4,18.1,0.19,0.03,5.9,7,NA
2023-07-05,160,Symbolica,15,40,99,58,Busy,17.4,18.1,0.19,0.03,5.9,7,NA
2023-07-05,160,Symbolica Single-rider,5,15,99,58,Busy,17.4,18.1,0.19,0.03,5.9,7,NA
2023-07-05,160,Villa Volta,8,20,83,58,Busy,17.4,18.1,0.19,0.03,5.9,7,NA
2023-07-05,160,Vogel Rok,23,40,100,58,Busy,17.4,18.1,0.19,0.03,5.9,7,NA
2023-07-06,160,Baron 1898,49,70,100,81,Packed,20.3,20.6,0,0,3,3.3,NA
2023-07-06,160,Baron 1898 Single-rider,31,50,72,81,Packed,20.3,20.6,0,0,3,3.3,NA
2023-07-06,160,Carnaval Festival,12,20,100,81,Packed,20.3,20.6,0,0,3,3.3,NA
2023-07-06,160,De Oude Tufferbaan,15,25,97,81,Packed,20.3,20.6,0,0,3,3.3,NA
2023-07-06,160,De Vliegende Hollander,42,60,96,81,Packed,20.3,20.6,0,0,3,3.3,NA
2023-07-06,160,De Vliegende Hollander Single-rider,NA,NA,0,81,Packed,20.3,20.6,0,0,3,3.3,NA
2023-07-06,160,Droomvlucht,22,50,100,81,Packed,20.3,20.6,0,0,3,3.3,NA
2023-07-06,160,Fabula,10,10,100,81,Packed,20.3,20.6,0,0,3,3.3,NA
